"crosswalk_id","mechanism_id","orynth_repository","orynth_component","file_path","invariant_id","proof_id","test_id","baseline_commit","preexisting_status","correspondence_grade","review_status"
"US-CW-000091","US-CM-000091","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED LIMITATION / PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-03-ADJUDICATED"
"US-CW-000092","US-CM-000092","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED LIMITATION / PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-03-ADJUDICATED"
"US-CW-000093","US-CM-000093","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED LIMITATION / PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-03-ADJUDICATED"
"US-CW-000094","US-CM-000094","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED LIMITATION / PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-03-ADJUDICATED"
"US-CW-000095","US-CM-000095","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED LIMITATION / PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-03-ADJUDICATED"
"US-CW-000096","US-CM-000096","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED LIMITATION / PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-03-ADJUDICATED"
"US-CW-000097","US-CM-000097","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED LIMITATION / PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-03-ADJUDICATED"
"US-CW-000098","US-CM-000098","ORYNTH-systems/orynth-constitutional-state-integrity","LAWFUL-PREREQUISITE CONSEQUENCE GATE","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-03-ADJUDICATED"
"US-CW-000099","US-CM-000099","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED PUBLIC DUTY CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-03-ADJUDICATED"
"US-CW-000100","US-CM-000100","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-03-ADJUDICATED"
"US-CW-000101","US-CM-000101","ORYNTH-systems/orynth-constitutional-state-integrity","CONDITIONAL PROHIBITION / CONSENT CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-03-ADJUDICATED"
"US-CW-000102","US-CM-000102","ORYNTH-systems/orynth-constitutional-state-integrity","STATE-SCOPED CONSTITUTIONAL PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-03-ADJUDICATED"
"US-CW-000103","US-CM-000103","ORYNTH-systems/orynth-constitutional-state-integrity","STATE-SCOPED CONSTITUTIONAL PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-03-ADJUDICATED"
"US-CW-000104","US-CM-000104","ORYNTH-systems/orynth-constitutional-state-integrity","STATE-SCOPED CONSTITUTIONAL PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-03-ADJUDICATED"
"US-CW-000105","US-CM-000105","ORYNTH-systems/orynth-constitutional-state-integrity","STATE-SCOPED CONSTITUTIONAL PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-03-ADJUDICATED"
"US-CW-000106","US-CM-000106","ORYNTH-systems/orynth-constitutional-state-integrity","STATE-SCOPED CONSTITUTIONAL PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-03-ADJUDICATED"
"US-CW-000107","US-CM-000107","ORYNTH-systems/orynth-constitutional-state-integrity","STATE-SCOPED CONSTITUTIONAL PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-03-ADJUDICATED"
"US-CW-000108","US-CM-000108","ORYNTH-systems/orynth-constitutional-state-integrity","STATE-SCOPED CONSTITUTIONAL PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-03-ADJUDICATED"
"US-CW-000109","US-CM-000109","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-04-ADJUDICATED"
"US-CW-000110","US-CM-000110","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-04-ADJUDICATED"
"US-CW-000111","US-CM-000111","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-04-ADJUDICATED"
"US-CW-000112","US-CM-000112","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED AUTHORITY / QUALIFICATION CONCEPT","02-constitutional-object-model/registry/AUTHORITY.yaml;02-constitutional-object-model/registry/QUALIFICATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-04-ADJUDICATED"
"US-CW-000113","US-CM-000113","ORYNTH-systems/orynth-constitutional-state-integrity","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-04-ADJUDICATED"
"US-CW-000114","US-CM-000114","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-04-ADJUDICATED"
"US-CW-000115","US-CM-000115","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-04-ADJUDICATED"
"US-CW-000116","US-CM-000116","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-04-ADJUDICATED"
"US-CW-000117","US-CM-000117","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-04-ADJUDICATED"
"US-CW-000118","US-CM-000118","ORYNTH-systems/orynth-constitutional-state-integrity","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-04-ADJUDICATED"
"US-CW-000119","US-CM-000119","ORYNTH-systems/orynth-constitutional-state-integrity","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-04-ADJUDICATED"
"US-CW-000120","US-CM-000120","ORYNTH-systems/orynth-constitutional-state-integrity","FORMAL ARTICLE-II ELECTION / QUALIFICATION ARCHITECTURE","03-constitutional-dependency-graph/elections/article-ii/ARTICLE_II_SECTION_1_ELECTOR_ARCHITECTURE.yaml;07-constitutional-state-integrity/elections/jurisdiction/ELECTION_JURISDICTION_MATRIX.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C3","WAVE-04-ADJUDICATED"
"US-CW-000121","US-CM-000121","ORYNTH-systems/orynth-constitutional-state-integrity","FORMAL ARTICLE-II ELECTION / QUALIFICATION ARCHITECTURE","03-constitutional-dependency-graph/elections/article-ii/ARTICLE_II_SECTION_1_ELECTOR_ARCHITECTURE.yaml;07-constitutional-state-integrity/elections/jurisdiction/ELECTION_JURISDICTION_MATRIX.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C3","WAVE-04-ADJUDICATED"
"US-CW-000122","US-CM-000122","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ELECTION PROCESS CONCEPT","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;02-constitutional-object-model/registry/PROCESS.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-04-ADJUDICATED"
"US-CW-000123","US-CM-000123","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ELECTION PROCESS CONCEPT","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;02-constitutional-object-model/registry/PROCESS.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-04-ADJUDICATED"
"US-CW-000124","US-CM-000124","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ELECTION PROCESS CONCEPT","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;02-constitutional-object-model/registry/PROCESS.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-04-ADJUDICATED"
"US-CW-000125","US-CM-000125","ORYNTH-systems/orynth-constitutional-state-integrity","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-04-ADJUDICATED"
"US-CW-000126","US-CM-000126","ORYNTH-systems/orynth-constitutional-state-integrity","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-04-ADJUDICATED"
"US-CW-000127","US-CM-000127","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ELECTION PROCESS CONCEPT","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;02-constitutional-object-model/registry/PROCESS.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-04-ADJUDICATED"
"US-CW-000128","US-CM-000128","ORYNTH-systems/orynth-constitutional-state-integrity","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-04-ADJUDICATED"
"US-CW-000129","US-CM-000129","ORYNTH-systems/orynth-constitutional-state-integrity","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-04-ADJUDICATED"
"US-CW-000130","US-CM-000130","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ELECTION PROCESS CONCEPT","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;02-constitutional-object-model/registry/PROCESS.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-04-ADJUDICATED"
"US-CW-000131","US-CM-000131","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ELECTION PROCESS CONCEPT","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;02-constitutional-object-model/registry/PROCESS.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-04-ADJUDICATED"
"US-CW-000132","US-CM-000132","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ELECTION PROCESS CONCEPT","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;02-constitutional-object-model/registry/PROCESS.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-04-ADJUDICATED"
"US-CW-000133","US-CM-000133","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ELECTION PROCESS CONCEPT","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;02-constitutional-object-model/registry/PROCESS.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-04-ADJUDICATED"
"US-CW-000134","US-CM-000134","ORYNTH-systems/orynth-constitutional-state-integrity","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-04-ADJUDICATED"
"US-CW-000135","US-CM-000135","ORYNTH-systems/orynth-constitutional-state-integrity","FORMAL ARTICLE-II ELECTION / QUALIFICATION ARCHITECTURE","03-constitutional-dependency-graph/elections/article-ii/ARTICLE_II_SECTION_1_ELECTOR_ARCHITECTURE.yaml;07-constitutional-state-integrity/elections/jurisdiction/ELECTION_JURISDICTION_MATRIX.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C3","WAVE-04-ADJUDICATED"
"US-CW-000136","US-CM-000136","ORYNTH-systems/orynth-constitutional-state-integrity","FORMAL ARTICLE-II ELECTION / QUALIFICATION ARCHITECTURE","03-constitutional-dependency-graph/elections/article-ii/ARTICLE_II_SECTION_1_ELECTOR_ARCHITECTURE.yaml;07-constitutional-state-integrity/elections/jurisdiction/ELECTION_JURISDICTION_MATRIX.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C3","WAVE-04-ADJUDICATED"
"US-CW-000137","US-CM-000137","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-04-ADJUDICATED"
"US-CW-000138","US-CM-000138","ORYNTH-systems/orynth-constitutional-state-integrity","FORMAL ARTICLE-II ELECTION / QUALIFICATION ARCHITECTURE","03-constitutional-dependency-graph/elections/article-ii/ARTICLE_II_SECTION_1_ELECTOR_ARCHITECTURE.yaml;07-constitutional-state-integrity/elections/jurisdiction/ELECTION_JURISDICTION_MATRIX.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C3","WAVE-04-ADJUDICATED"
"US-CW-000139","US-CM-000139","ORYNTH-systems/orynth-constitutional-state-integrity","FORMAL ARTICLE-II ELECTION / QUALIFICATION ARCHITECTURE","03-constitutional-dependency-graph/elections/article-ii/ARTICLE_II_SECTION_1_ELECTOR_ARCHITECTURE.yaml;07-constitutional-state-integrity/elections/jurisdiction/ELECTION_JURISDICTION_MATRIX.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C3","WAVE-04-ADJUDICATED"
"US-CW-000140","US-CM-000140","ORYNTH-systems/orynth-constitutional-state-integrity","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-04-ADJUDICATED"
"US-CW-000141","US-CM-000141","ORYNTH-systems/orynth-constitutional-state-integrity","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-04-ADJUDICATED"
"US-CW-000142","US-CM-000142","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED AUTHORITY / QUALIFICATION CONCEPT","02-constitutional-object-model/registry/AUTHORITY.yaml;02-constitutional-object-model/registry/QUALIFICATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-04-ADJUDICATED"
"US-CW-000143","US-CM-000143","ORYNTH-systems/orynth-constitutional-state-integrity","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-04-ADJUDICATED"
"US-CW-000144","US-CM-000144","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-04-ADJUDICATED"
"US-CW-000145","US-CM-000145","ORYNTH-systems/orynth-constitutional-state-integrity","EXECUTIVE-AUTHORITY / PRE-EXECUTION-PROCESS CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-05-ADJUDICATED"
"US-CW-000146","US-CM-000146","ORYNTH-systems/orynth-constitutional-state-integrity","EXECUTIVE-AUTHORITY / OPERATION-SCOPED-AUTHORITY CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-05-ADJUDICATED"
"US-CW-000147","US-CM-000147","ORYNTH-systems/orynth-constitutional-state-integrity","EXECUTIVE-AUTHORITY / DUTY-SCOPED-INFORMATION CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-05-ADJUDICATED"
"US-CW-000148","US-CM-000148","ORYNTH-systems/orynth-constitutional-state-integrity","EXECUTIVE-AUTHORITY / NEGATIVE-SCOPE CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-05-ADJUDICATED"
"US-CW-000149","US-CM-000149","ORYNTH-systems/orynth-constitutional-state-integrity","MULTI-ACTOR AUTHORITY / CONCURRENCE-BOUND EXECUTION ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-05-ADJUDICATED"
"US-CW-000150","US-CM-000150","ORYNTH-systems/orynth-constitutional-state-integrity","STAGED AUTHORITY / PROPOSAL-NOT-EFFECT ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-05-ADJUDICATED"
"US-CW-000151","US-CM-000151","ORYNTH-systems/orynth-constitutional-state-integrity","MULTI-PRINCIPAL APPOINTMENT / EFFECT-BOUNDARY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-05-ADJUDICATED"
"US-CW-000152","US-CM-000152","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-BOUNDED SECONDARY VESTING / DELEGATION ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-05-ADJUDICATED"
