"crosswalk_id","mechanism_id","source_clause_id","mechanism_family","jurisdiction_scope","normalized_mechanism","negative_condition","predicate_count","predicate_ids","predicate_classes","candidate_orynth_repository","candidate_orynth_component","candidate_file_path","candidate_invariant_id","candidate_proof_id","candidate_test_id","candidate_baseline_commit","preexisting_status","correspondence_grade","correspondence_rationale","evidence_basis","review_status"
"US-CW-000272","US-CM-000272","US-AM-ATOM-000054","F6","UNITED-STATES/STATES/REPRESENTATION/VOTING-ABRIDGMENT-REDUCTION","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: But when the right to vote at any election for the choice of electors for President and Vice-President of the United States, Representatives in Congress, the Executive and Judicial officers of a State, or the members of the Legislature thereof, is denied to any of the male inhabitants of such State, being twenty-one years of age,* and citizens of the United States, or in any way abridged, except for participation in rebellion, or other crime, the basis of representation therein shall be reduced in the proportion which the number of such male citizens shall bear to the whole number of male citizens twenty-one years of age in such State.","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","5","US-CP-000531|US-CP-000532|US-CP-000533|US-CP-000534|US-CP-000535","TEMPORAL-CONDITION|QUALIFICATION-STATUS|EXCEPTION|JURISDICTION-BOUNDARY","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000273","US-CM-000273","US-AM-ATOM-000055","F5","UNITED-STATES/OFFICE/INSURRECTION-DISABILITY","The Constitution establishes this prohibition, right-protection, or negative constraint: No person shall be a Senator or Representative in Congress, or elector of President and Vice-President, or hold any office, civil or military, under the United States, or under any State, who, having previously taken an oath, as a member of Congress, or as an officer of the United States, or as a member of any State legislature, or as an executive or judicial officer of any State, to support the Constitution of the United States, shall have engaged in insurrection or rebellion against the same, or given aid or comfort to the enemies thereof.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","4","US-CP-000536|US-CP-000537|US-CP-000538|US-CP-000539","QUALIFICATION-STATUS|PROHIBITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000274","US-CM-000274","US-AM-ATOM-000056","F4","UNITED-STATES/CONGRESS/INSURRECTION-DISABILITY/REMOVAL","The Constitution establishes this concurrence, quorum, majority, or threshold rule: But Congress may by a vote of two-thirds of each House, remove such disability.","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","2","US-CP-000540|US-CP-000541","AUTHORIZED-ACTOR|THRESHOLD","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000275","US-CM-000275","US-AM-ATOM-000057","F5","UNITED-STATES/PUBLIC-DEBT/VALIDITY","The Constitution establishes this prohibition, right-protection, or negative constraint: The validity of the public debt of the United States, authorized by law, including debts incurred for payment of pensions and bounties for services in suppressing insurrection or rebellion, shall not be questioned.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","2","US-CP-000542|US-CP-000543","PROHIBITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000276","US-CM-000276","US-AM-ATOM-000058","F5","UNITED-STATES/INSURRECTION-DEBT/PAYMENT-PROHIBITION","The Constitution establishes this prohibition, right-protection, or negative constraint: But neither the United States nor any State shall assume or pay any debt or obligation incurred in aid of insurrection or rebellion against the United States","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","2","US-CP-000544|US-CP-000545","AUTHORIZED-ACTOR|PROHIBITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000277","US-CM-000277","US-AM-ATOM-000059","F5","UNITED-STATES/SLAVE-LOSS-CLAIMS/INVALIDITY","The Constitution establishes this prohibition, right-protection, or negative constraint: or any claim for the loss or emancipation of any slave; but all such debts, obligations and claims shall be held illegal and void.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","2","US-CP-000546|US-CP-000547","PROHIBITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000278","US-CM-000278","US-AM-ATOM-000060","F3","UNITED-STATES/CONGRESS/AMENDMENT-14/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce, by appropriate legislation, the provisions of this article.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","2","US-CP-000548|US-CP-000549","AUTHORIZED-ACTOR|SCOPED-CONDITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000279","US-CM-000279","US-AM-ATOM-000061","F5","UNITED-STATES/VOTING/RACE-COLOR-SERVITUDE","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States to vote shall not be denied or abridged by the United States or by any State on account of race, color, or previous condition of servitude--","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","3","US-CP-000550|US-CP-000551|US-CP-000552","QUALIFICATION-STATUS|AUTHORIZED-ACTOR|PROHIBITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000280","US-CM-000280","US-AM-ATOM-000062","F3","UNITED-STATES/CONGRESS/AMENDMENT-15/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","2","US-CP-000553|US-CP-000554","AUTHORIZED-ACTOR|SCOPED-CONDITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000281","US-CM-000281","US-AM-ATOM-000063","F3","UNITED-STATES/CONGRESS/INCOME-TAX","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to lay and collect taxes on incomes, from whatever source derived, without apportionment among the several States, and without regard to any census or enumeration.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","4","US-CP-000555|US-CP-000556|US-CP-000557|US-CP-000558","SCOPED-CONDITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000282","US-CM-000282","US-AM-ATOM-000064","F2","UNITED-STATES/SENATE/STATE-REPRESENTATION","The Constitution establishes this institutional structure or separation rule: The Senate of the United States shall be composed of two Senators from each State","Institutional structure or allocation is not established where the source-defined composition, separation, or role boundary is not satisfied.","2","US-CP-000559|US-CP-000560","AUTHORITY-SEPARATION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000283","US-CM-000283","US-AM-ATOM-000065","F1","UNITED-STATES/SENATE/POPULAR-ELECTION","The Constitution establishes this authority, succession, or office-transition rule: elected by the people thereof","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","1","US-CP-000561","AUTHORITY-SOURCE","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000284","US-CM-000284","US-AM-ATOM-000066","F3","UNITED-STATES/SENATE/TERM","The Constitution establishes this scoped power, duty, qualification, or procedural rule: for six years","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","1","US-CP-000562","SCOPED-CONDITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000285","US-CM-000285","US-AM-ATOM-000067","F2","UNITED-STATES/SENATE/MEMBER-VOTE","The Constitution establishes this institutional structure or separation rule: and each Senator shall have one vote","Institutional structure or allocation is not established where the source-defined composition, separation, or role boundary is not satisfied.","1","US-CP-000563","AUTHORITY-SEPARATION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000286","US-CM-000286","US-AM-ATOM-000068","F3","UNITED-STATES/SENATE/ELECTOR-QUALIFICATIONS","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The electors in each State shall have the qualifications requisite for electors of the most numerous branch of the State legislatures.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","2","US-CP-000564|US-CP-000565","SCOPED-CONDITION|QUALIFICATION-STATUS","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000287","US-CM-000287","US-AM-ATOM-000069","F1","UNITED-STATES/SENATE/VACANCIES/ELECTION-WRITS","The Constitution establishes this authority, succession, or office-transition rule: When vacancies happen in the representation of any State in the Senate, the executive authority of such State shall issue writs of election to fill such vacancies","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","3","US-CP-000566|US-CP-000567|US-CP-000568","TEMPORAL-CONDITION|AUTHORIZED-ACTOR|AUTHORITY-SOURCE","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000288","US-CM-000288","US-AM-ATOM-000070","F3","UNITED-STATES/SENATE/VACANCIES/TEMPORARY-APPOINTMENTS","The Constitution establishes this scoped power, duty, qualification, or procedural rule: Provided, That the legislature of any State may empower the executive thereof to make temporary appointments until the people fill the vacancies by election as the legislature may direct.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","4","US-CP-000569|US-CP-000570|US-CP-000571|US-CP-000572","AUTHORIZED-ACTOR|SCOPED-CONDITION|TEMPORAL-CONDITION|PROCEDURAL-PREREQUISITE","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000289","US-CM-000289","US-AM-ATOM-000071","F7","UNITED-STATES/SENATE/AMENDMENT-17/TRANSITION","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This amendment shall not be so construed as to affect the election or term of any Senator chosen before it becomes valid as part of the Constitution.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","2","US-CP-000573|US-CP-000574","QUALIFICATION-STATUS|CONTROLLED-MUTATION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000290","US-CM-000290","US-AM-ATOM-000072|US-AM-ATOM-000073|US-AM-ATOM-000074|US-AM-ATOM-000075|US-AM-ATOM-000076","F5","UNITED-STATES/INTOXICATING-LIQUOR/PROHIBITED-OPERATIONS","The Constitution establishes this prohibition: after one year from ratification, the manufacture, sale, or transportation of intoxicating liquors within, and the importation into or exportation from, the United States and territory subject to its jurisdiction for beverage purposes is prohibited.","The prohibited-operation effect is not established outside the source-defined one-year effectiveness trigger, intoxicating-liquor subject, beverage-purpose limitation, enumerated operations, and territorial scope.","4","US-CP-000575|US-CP-000576|US-CP-000577|US-CP-000578","CONTROLLED-MUTATION|PROHIBITION|JURISDICTION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000291","US-CM-000291","US-AM-ATOM-000077","F3","UNITED-STATES/FEDERAL-STATE/AMENDMENT-18/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress and the several States shall have concurrent power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","3","US-CP-000579|US-CP-000580|US-CP-000581","AUTHORIZED-ACTOR|SCOPED-CONDITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000292","US-CM-000292","US-AM-ATOM-000078","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-18/RATIFICATION-TIME-LIMIT","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of the several States, as provided in the Constitution, within seven years from the date of the submission hereof to the States by the Congress.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","4","US-CP-000582|US-CP-000583|US-CP-000584|US-CP-000585","CONTROLLED-MUTATION|TEMPORAL-CONDITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000293","US-CM-000293","US-AM-ATOM-000079","F5","UNITED-STATES/VOTING/SEX","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States to vote shall not be denied or abridged by the United States or by any State on account of sex.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","3","US-CP-000586|US-CP-000587|US-CP-000588","QUALIFICATION-STATUS|AUTHORIZED-ACTOR|PROHIBITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000294","US-CM-000294","US-AM-ATOM-000080","F3","UNITED-STATES/CONGRESS/AMENDMENT-19/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","2","US-CP-000589|US-CP-000590","AUTHORIZED-ACTOR|SCOPED-CONDITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000295","US-CM-000295","US-AM-ATOM-000081","F7","UNITED-STATES/PRESIDENCY/TERM-END","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: The terms of the President and Vice President shall end at noon on the 20th day of January","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","2","US-CP-000591|US-CP-000592","TEMPORAL-CONDITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000296","US-CM-000296","US-AM-ATOM-000082","F7","UNITED-STATES/CONGRESS/TERM-END","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: and the terms of Senators and Representatives at noon on the 3d day of January, of the years in which such terms would have ended if this article had not been ratified","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","3","US-CP-000593|US-CP-000594|US-CP-000595","TEMPORAL-CONDITION|CONTROLLED-MUTATION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000297","US-CM-000297","US-AM-ATOM-000083","F7","UNITED-STATES/FEDERAL-OFFICE/SUCCESSOR-TERM-BEGIN","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: and the terms of their successors shall then begin.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","1","US-CP-000596","CONTROLLED-MUTATION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000298","US-CM-000298","US-AM-ATOM-000084","F3","UNITED-STATES/CONGRESS/ANNUAL-ASSEMBLY","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall assemble at least once in every year","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","2","US-CP-000597|US-CP-000598","SCOPED-CONDITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000299","US-CM-000299","US-AM-ATOM-000085","F3","UNITED-STATES/CONGRESS/ASSEMBLY-DATE","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and such meeting shall begin at noon on the 3d day of January, unless they shall by law appoint a different day.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","3","US-CP-000599|US-CP-000600|US-CP-000601","TEMPORAL-CONDITION|SCOPED-CONDITION|EXCEPTION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000300","US-CM-000300","US-AM-ATOM-000086","F1","UNITED-STATES/PRESIDENCY/SUCCESSION/PRESIDENT-ELECT-DEATH","The Constitution establishes this authority, succession, or office-transition rule: If, at the time fixed for the beginning of the term of the President, the President elect shall have died, the Vice President elect shall become President","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","3","US-CP-000602|US-CP-000603|US-CP-000604","TEMPORAL-CONDITION|AUTHORITY-SOURCE","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000301","US-CM-000301","US-AM-ATOM-000087","F1","UNITED-STATES/PRESIDENCY/SUCCESSION/PRESIDENT-ELECT-NOT-QUALIFIED","The Constitution establishes this authority, succession, or office-transition rule: If a President shall not have been chosen before the time fixed for the beginning of his term, or if the President elect shall have failed to qualify, then the Vice President elect shall act as President until a President shall have qualified","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","3","US-CP-000605|US-CP-000606|US-CP-000607","TEMPORAL-CONDITION|AUTHORITY-SOURCE","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000302","US-CM-000302","US-AM-ATOM-000088","F3","UNITED-STATES/CONGRESS/PRESIDENTIAL-SUCCESSION/NEITHER-QUALIFIED","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and the Congress may by law provide for the case wherein neither a President elect nor a Vice President elect shall have qualified, declaring who shall then act as President, or the manner in which one who is to act shall be selected","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","4","US-CP-000608|US-CP-000609|US-CP-000610|US-CP-000611","TEMPORAL-CONDITION|AUTHORIZED-ACTOR|SCOPED-CONDITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000303","US-CM-000303","US-AM-ATOM-000089","F1","UNITED-STATES/PRESIDENCY/SUCCESSION/ACTING-PRESIDENT-DURATION","The Constitution establishes this authority, succession, or office-transition rule: and such person shall act accordingly until a President or Vice President shall have qualified.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","2","US-CP-000612|US-CP-000613","AUTHORITY-SOURCE|TEMPORAL-CONDITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000304","US-CM-000304","US-AM-ATOM-000090","F3","UNITED-STATES/CONGRESS/CONTINGENT-PRESIDENT/DEATH-PROVISION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress may by law provide for the case of the death of any of the persons from whom the House of Representatives may choose a President whenever the right of choice shall have devolved upon them","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","3","US-CP-000614|US-CP-000615|US-CP-000616","AUTHORIZED-ACTOR|SCOPED-CONDITION|RIGHT-PROTECTION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000305","US-CM-000305","US-AM-ATOM-000091","F3","UNITED-STATES/CONGRESS/CONTINGENT-VICE-PRESIDENT/DEATH-PROVISION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and for the case of the death of any of the persons from whom the Senate may choose a Vice President whenever the right of choice shall have devolved upon them.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","3","US-CP-000617|US-CP-000618|US-CP-000619","AUTHORIZED-ACTOR|SCOPED-CONDITION|RIGHT-PROTECTION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000306","US-CM-000306","US-AM-ATOM-000092","F7","UNITED-STATES/AMENDMENT-20/EFFECTIVE-DATE","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: Sections 1 and 2 shall take effect on the 15th day of October following the ratification of this article.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","2","US-CP-000620|US-CP-000621","CONTROLLED-MUTATION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000307","US-CM-000307","US-AM-ATOM-000093","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-20/RATIFICATION-TIME-LIMIT","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of three-fourths of the several States within seven years from the date of its submission.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","4","US-CP-000622|US-CP-000623|US-CP-000624|US-CP-000625","CONTROLLED-MUTATION|PROCEDURAL-PREREQUISITE|THRESHOLD|TEMPORAL-CONDITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000308","US-CM-000308","US-AM-ATOM-000094","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-18/REPEAL","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: The eighteenth article of amendment to the Constitution of the United States is hereby repealed.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","1","US-CP-000626","CONTROLLED-MUTATION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000309","US-CM-000309","US-AM-ATOM-000095","F5","UNITED-STATES/STATES/INTOXICATING-LIQUOR/STATE-LAW","The Constitution establishes this prohibition, right-protection, or negative constraint: The transportation or importation into any State, Territory, or possession of the United States for delivery or use therein of intoxicating liquors, in violation of the laws thereof, is hereby prohibited.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","4","US-CP-000627|US-CP-000628|US-CP-000629|US-CP-000630","PROHIBITION|JURISDICTION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000310","US-CM-000310","US-AM-ATOM-000096","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-21/RATIFICATION-TIME-LIMIT","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by conventions in the several States, as provided in the Constitution, within seven years from the date of the submission hereof to the States by the Congress.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","4","US-CP-000631|US-CP-000632|US-CP-000633|US-CP-000634","CONTROLLED-MUTATION|PROCEDURAL-PREREQUISITE|TEMPORAL-CONDITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000311","US-CM-000311","US-AM-ATOM-000097","F5","UNITED-STATES/PRESIDENCY/ELECTION/TERM-LIMIT","The Constitution establishes this prohibition, right-protection, or negative constraint: No person shall be elected to the office of the President more than twice","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","2","US-CP-000635|US-CP-000636","PROHIBITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000312","US-CM-000312","US-AM-ATOM-000098","F5","UNITED-STATES/PRESIDENCY/ELECTION/PARTIAL-TERM-LIMIT","The Constitution establishes this prohibition, right-protection, or negative constraint: and no person who has held the office of President, or acted as President, for more than two years of a term to which some other person was elected President shall be elected to the office of the President more than once","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","3","US-CP-000637|US-CP-000638|US-CP-000639","QUALIFICATION-STATUS|THRESHOLD|PROHIBITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000313","US-CM-000313","US-AM-ATOM-000099","F7","UNITED-STATES/PRESIDENCY/TERM-LIMIT/PROPOSAL-TRANSITION","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: But this Article shall not apply to any person holding the office of President when this Article was proposed by the Congress","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","2","US-CP-000640|US-CP-000641","CONTROLLED-MUTATION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000314","US-CM-000314","US-AM-ATOM-000100","F7","UNITED-STATES/PRESIDENCY/TERM-LIMIT/OPERATIVE-TERM-TRANSITION","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: and shall not prevent any person who may be holding the office of President, or acting as President, during the term within which this Article becomes operative from holding the office of President or acting as President during the remainder of such term.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","2","US-CP-000642|US-CP-000643","CONTROLLED-MUTATION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000315","US-CM-000315","US-AM-ATOM-000101","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-22/RATIFICATION-TIME-LIMIT","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of three-fourths of the several States within seven years from the date of its submission to the States by the Congress.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","4","US-CP-000644|US-CP-000645|US-CP-000646|US-CP-000647","CONTROLLED-MUTATION|PROCEDURAL-PREREQUISITE|THRESHOLD|TEMPORAL-CONDITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000316","US-CM-000316","US-AM-ATOM-000102","F1","UNITED-STATES/DISTRICT-OF-COLUMBIA/PRESIDENTIAL-ELECTORS/APPOINTMENT","The Constitution establishes this authority, succession, or office-transition rule: The District constituting the seat of Government of the United States shall appoint in such manner as the Congress may direct: A number of electors of President and Vice President equal to the whole number of Senators and Representatives in Congress to which the District would be entitled if it were a State, but in no event more than the least populous State","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","5","US-CP-000648|US-CP-000649|US-CP-000650|US-CP-000651|US-CP-000652","AUTHORITY-SOURCE|PROCEDURAL-PREREQUISITE","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000317","US-CM-000317","US-AM-ATOM-000103","F6","UNITED-STATES/DISTRICT-OF-COLUMBIA/PRESIDENTIAL-ELECTORS/STATUS","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: they shall be in addition to those appointed by the States, but they shall be considered, for the purposes of the election of President and Vice President, to be electors appointed by a State","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","3","US-CP-000653|US-CP-000654|US-CP-000655","JURISDICTION-BOUNDARY","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000318","US-CM-000318","US-AM-ATOM-000104","F3","UNITED-STATES/DISTRICT-OF-COLUMBIA/PRESIDENTIAL-ELECTORS/DUTIES","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and they shall meet in the District and perform such duties as provided by the twelfth article of amendment.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","3","US-CP-000656|US-CP-000657|US-CP-000658","SCOPED-CONDITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000319","US-CM-000319","US-AM-ATOM-000105","F3","UNITED-STATES/CONGRESS/AMENDMENT-23/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","2","US-CP-000659|US-CP-000660","AUTHORIZED-ACTOR|SCOPED-CONDITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000320","US-CM-000320","US-AM-ATOM-000106","F5","UNITED-STATES/VOTING/POLL-TAX","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States to vote in any primary or other election for President or Vice President, for electors for President or Vice President, or for Senator or Representative in Congress, shall not be denied or abridged by the United States or any State by reason of failure to pay any poll tax or other tax.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","4","US-CP-000661|US-CP-000662|US-CP-000663|US-CP-000664","QUALIFICATION-STATUS|AUTHORIZED-ACTOR|PROHIBITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
