"mechanism_id","generation_unit_id","source_construction_id","amendment_number","section_number","boundary_label","source_atom_ids","topology_action","prior_mechanism_ids","mechanism_family","jurisdiction_scope","normalized_mechanism","negative_condition","semantic_status","semantic_basis","topology_authority","semantic_authority","canonical_registry_status","orynth_mapping_status","correspondence_grade"
"US-CM-000254","US-AM-MECH-UNIT-000012","US-AM-ATOM-CAND-000012","12","","HOUSE-CONTINGENT-SELECTION","US-AM-ATOM-000038","PRESERVE-EXISTING-BOUNDARY","US-CM-000253","F3","UNITED-STATES/PRESIDENTIAL-ELECTION/HOUSE/CONTINGENT-SELECTION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and if no person have such majority, then from the persons having the highest numbers not exceeding three on the list of those voted for as President, the House of Representatives shall choose immediately, by ballot, the President","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000255","US-AM-MECH-UNIT-000012","US-AM-ATOM-CAND-000012","12","","HOUSE-STATE-VOTE","US-AM-ATOM-000039","PRESERVE-EXISTING-BOUNDARY","US-CM-000254","F4","UNITED-STATES/PRESIDENTIAL-ELECTION/HOUSE/STATE-VOTING","The Constitution establishes this concurrence, quorum, majority, or threshold rule: But in choosing the President, the votes shall be taken by states, the representation from each state having one vote","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000256","US-AM-MECH-UNIT-000012","US-AM-ATOM-CAND-000012","12","","HOUSE-QUORUM","US-AM-ATOM-000040","PRESERVE-EXISTING-BOUNDARY","US-CM-000255","F4","UNITED-STATES/PRESIDENTIAL-ELECTION/HOUSE/QUORUM","The Constitution establishes this concurrence, quorum, majority, or threshold rule: a quorum for this purpose shall consist of a member or members from two-thirds of the states","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000257","US-AM-MECH-UNIT-000012","US-AM-ATOM-CAND-000012","12","","HOUSE-MAJORITY","US-AM-ATOM-000041","PRESERVE-EXISTING-BOUNDARY","US-CM-000256","F4","UNITED-STATES/PRESIDENTIAL-ELECTION/HOUSE/CHOICE-THRESHOLD","The Constitution establishes this concurrence, quorum, majority, or threshold rule: and a majority of all the states shall be necessary to a choice","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000258","US-AM-MECH-UNIT-000012","US-AM-ATOM-CAND-000012","12","","HOUSE-FAILURE-ACTING-PRESIDENT","US-AM-ATOM-000042","PRESERVE-EXISTING-BOUNDARY","US-CM-000257","F3","UNITED-STATES/PRESIDENTIAL-ELECTION/HOUSE/FAILURE-TO-CHOOSE/TRANSITION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: [And if the House of Representatives shall not choose a President whenever the right of choice shall devolve upon them, before the fourth day of March next following, then the Vice-President shall act as President, as in the case of the death or other constitutional disability of the President. --]*","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000259","US-AM-MECH-UNIT-000012","US-AM-ATOM-CAND-000012","12","","VICE-PRESIDENT-MAJORITY","US-AM-ATOM-000043","PRESERVE-EXISTING-BOUNDARY","US-CM-000258","F4","UNITED-STATES/PRESIDENTIAL-ELECTION/VICE-PRESIDENT/MAJORITY-SELECTION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: The person having the greatest number of votes as Vice-President, shall be the Vice-President, if such number be a majority of the whole number of Electors appointed","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000260","US-AM-MECH-UNIT-000012","US-AM-ATOM-CAND-000012","12","","SENATE-CONTINGENT-SELECTION","US-AM-ATOM-000044","SPLIT-PRIOR-BOUNDARY","US-CM-000259","F3","UNITED-STATES/PRESIDENTIAL-ELECTION/SENATE/CONTINGENT-SELECTION","The Constitution establishes this scoped selection procedure: if no person has a majority for Vice-President, the Senate shall choose the Vice-President from the two highest numbers on the list.","The Senate contingent-selection procedure is not established unless no person has the required majority and the selection is confined to the two highest numbers on the Vice-Presidential list.","FINAL-CHANGED-BOUNDARY-ADJUDICATED","Selection authority is independently operative from the quorum and majority thresholds previously combined in the same source child.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-06X-CHANGED-BOUNDARY-SEMANTIC-ADJUDICATION","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000261","US-AM-MECH-UNIT-000012","US-AM-ATOM-CAND-000012","12","","SENATE-QUORUM","US-AM-ATOM-000044","SPLIT-PRIOR-BOUNDARY","US-CM-000259","F4","UNITED-STATES/PRESIDENTIAL-ELECTION/SENATE/CONTINGENT-SELECTION","The Constitution establishes this quorum rule: a quorum for the Senate's contingent choice of Vice-President shall consist of two-thirds of the whole number of Senators.","The Senate contingent Vice-Presidential choice is not established under this quorum mechanism when fewer than two-thirds of the whole number of Senators constitute the quorum.","FINAL-CHANGED-BOUNDARY-ADJUDICATED","The source independently states a Senate quorum threshold within the prior combined contingent-election boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-06X-CHANGED-BOUNDARY-SEMANTIC-ADJUDICATION","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000262","US-AM-MECH-UNIT-000012","US-AM-ATOM-CAND-000012","12","","SENATE-MAJORITY","US-AM-ATOM-000044","SPLIT-PRIOR-BOUNDARY","US-CM-000259","F4","UNITED-STATES/PRESIDENTIAL-ELECTION/SENATE/CONTINGENT-SELECTION","The Constitution establishes this concurrence threshold: a majority of the whole number of Senators is necessary to choose the Vice-President in the Senate contingent procedure.","The Senate contingent Vice-Presidential choice is not established under this threshold mechanism without a majority of the whole number of Senators.","FINAL-CHANGED-BOUNDARY-ADJUDICATED","The source independently states a Senate decision threshold separate from the contingent-selection authority and quorum.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-06X-CHANGED-BOUNDARY-SEMANTIC-ADJUDICATION","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000263","US-AM-MECH-UNIT-000012","US-AM-ATOM-CAND-000012","12","","VICE-PRESIDENT-ELIGIBILITY","US-AM-ATOM-000045","PRESERVE-EXISTING-BOUNDARY","US-CM-000260","F3","UNITED-STATES/VICE-PRESIDENT/ELIGIBILITY","The Constitution establishes this scoped power, duty, qualification, or procedural rule: But no person constitutionally ineligible to the office of President shall be eligible to that of Vice-President of the United States.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000264","US-AM-MECH-UNIT-000013","US-AM-ATOM-CAND-000013","13","1","PRESERVED-US-CM-000261","US-AM-ATOM-000046","PRESERVE-EXISTING-BOUNDARY","US-CM-000261","F5","UNITED-STATES/SLAVERY/PROHIBITION","The Constitution establishes this prohibition, right-protection, or negative constraint: Neither slavery","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000265","US-AM-MECH-UNIT-000013","US-AM-ATOM-CAND-000013","13","1","PRESERVED-US-CM-000262","US-AM-ATOM-000047","PRESERVE-EXISTING-BOUNDARY","US-CM-000262","F5","UNITED-STATES/INVOLUNTARY-SERVITUDE/PROHIBITION-EXCEPTION","The Constitution establishes this prohibition, right-protection, or negative constraint: nor involuntary servitude, except as a punishment for crime whereof the party shall have been duly convicted, shall exist within the United States, or any place subject to their jurisdiction.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000266","US-AM-MECH-UNIT-000014","US-AM-ATOM-CAND-000014","13","2","PRESERVED-US-CM-000263","US-AM-ATOM-000048","PRESERVE-EXISTING-BOUNDARY","US-CM-000263","F3","UNITED-STATES/CONGRESS/AMENDMENT-13/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000267","US-AM-MECH-UNIT-000015","US-AM-ATOM-CAND-000015","14","1","PRESERVED-US-CM-000264","US-AM-ATOM-000049","PRESERVE-EXISTING-BOUNDARY","US-CM-000264","F6","UNITED-STATES/CITIZENSHIP/BIRTH-NATURALIZATION","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: All persons born or naturalized in the United States, and subject to the jurisdiction thereof, are citizens of the United States and of the State wherein they reside.","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000268","US-AM-MECH-UNIT-000015","US-AM-ATOM-CAND-000015","14","1","PRESERVED-US-CM-000265","US-AM-ATOM-000050","PRESERVE-EXISTING-BOUNDARY","US-CM-000265","F5","UNITED-STATES/STATES/PRIVILEGES-IMMUNITIES","The Constitution establishes this prohibition, right-protection, or negative constraint: No State shall make or enforce any law which shall abridge the privileges or immunities of citizens of the United States","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000269","US-AM-MECH-UNIT-000015","US-AM-ATOM-CAND-000015","14","1","PRESERVED-US-CM-000266","US-AM-ATOM-000051","PRESERVE-EXISTING-BOUNDARY","US-CM-000266","F5","UNITED-STATES/STATES/DUE-PROCESS","The Constitution establishes this prohibition, right-protection, or negative constraint: nor shall any State deprive any person of life, liberty, or property, without due process of law","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000270","US-AM-MECH-UNIT-000015","US-AM-ATOM-CAND-000015","14","1","PRESERVED-US-CM-000267","US-AM-ATOM-000052","PRESERVE-EXISTING-BOUNDARY","US-CM-000267","F5","UNITED-STATES/STATES/EQUAL-PROTECTION","The Constitution establishes this prohibition, right-protection, or negative constraint: nor deny to any person within its jurisdiction the equal protection of the laws.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000271","US-AM-MECH-UNIT-000016","US-AM-ATOM-CAND-000016","14","2","PRESERVED-US-CM-000268","US-AM-ATOM-000053","PRESERVE-EXISTING-BOUNDARY","US-CM-000268","F6","UNITED-STATES/STATES/REPRESENTATION/APPORTIONMENT","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: Representatives shall be apportioned among the several States according to their respective numbers, counting the whole number of persons in each State, excluding Indians not taxed.","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000272","US-AM-MECH-UNIT-000016","US-AM-ATOM-CAND-000016","14","2","PRESERVED-US-CM-000269","US-AM-ATOM-000054","PRESERVE-EXISTING-BOUNDARY","US-CM-000269","F6","UNITED-STATES/STATES/REPRESENTATION/VOTING-ABRIDGMENT-REDUCTION","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: But when the right to vote at any election for the choice of electors for President and Vice-President of the United States, Representatives in Congress, the Executive and Judicial officers of a State, or the members of the Legislature thereof, is denied to any of the male inhabitants of such State, being twenty-one years of age,* and citizens of the United States, or in any way abridged, except for participation in rebellion, or other crime, the basis of representation therein shall be reduced in the proportion which the number of such male citizens shall bear to the whole number of male citizens twenty-one years of age in such State.","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000273","US-AM-MECH-UNIT-000017","US-AM-ATOM-CAND-000017","14","3","PRESERVED-US-CM-000270","US-AM-ATOM-000055","PRESERVE-EXISTING-BOUNDARY","US-CM-000270","F5","UNITED-STATES/OFFICE/INSURRECTION-DISABILITY","The Constitution establishes this prohibition, right-protection, or negative constraint: No person shall be a Senator or Representative in Congress, or elector of President and Vice-President, or hold any office, civil or military, under the United States, or under any State, who, having previously taken an oath, as a member of Congress, or as an officer of the United States, or as a member of any State legislature, or as an executive or judicial officer of any State, to support the Constitution of the United States, shall have engaged in insurrection or rebellion against the same, or given aid or comfort to the enemies thereof.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000274","US-AM-MECH-UNIT-000017","US-AM-ATOM-CAND-000017","14","3","PRESERVED-US-CM-000271","US-AM-ATOM-000056","PRESERVE-EXISTING-BOUNDARY","US-CM-000271","F4","UNITED-STATES/CONGRESS/INSURRECTION-DISABILITY/REMOVAL","The Constitution establishes this concurrence, quorum, majority, or threshold rule: But Congress may by a vote of two-thirds of each House, remove such disability.","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000275","US-AM-MECH-UNIT-000018","US-AM-ATOM-CAND-000018","14","4","PRESERVED-US-CM-000272","US-AM-ATOM-000057","PRESERVE-EXISTING-BOUNDARY","US-CM-000272","F5","UNITED-STATES/PUBLIC-DEBT/VALIDITY","The Constitution establishes this prohibition, right-protection, or negative constraint: The validity of the public debt of the United States, authorized by law, including debts incurred for payment of pensions and bounties for services in suppressing insurrection or rebellion, shall not be questioned.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000276","US-AM-MECH-UNIT-000018","US-AM-ATOM-CAND-000018","14","4","PRESERVED-US-CM-000273","US-AM-ATOM-000058","PRESERVE-EXISTING-BOUNDARY","US-CM-000273","F5","UNITED-STATES/INSURRECTION-DEBT/PAYMENT-PROHIBITION","The Constitution establishes this prohibition, right-protection, or negative constraint: But neither the United States nor any State shall assume or pay any debt or obligation incurred in aid of insurrection or rebellion against the United States","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000277","US-AM-MECH-UNIT-000018","US-AM-ATOM-CAND-000018","14","4","PRESERVED-US-CM-000274","US-AM-ATOM-000059","PRESERVE-EXISTING-BOUNDARY","US-CM-000274","F5","UNITED-STATES/SLAVE-LOSS-CLAIMS/INVALIDITY","The Constitution establishes this prohibition, right-protection, or negative constraint: or any claim for the loss or emancipation of any slave; but all such debts, obligations and claims shall be held illegal and void.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000278","US-AM-MECH-UNIT-000019","US-AM-ATOM-CAND-000019","14","5","PRESERVED-US-CM-000275","US-AM-ATOM-000060","PRESERVE-EXISTING-BOUNDARY","US-CM-000275","F3","UNITED-STATES/CONGRESS/AMENDMENT-14/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce, by appropriate legislation, the provisions of this article.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000279","US-AM-MECH-UNIT-000020","US-AM-ATOM-CAND-000020","15","1","PRESERVED-US-CM-000276","US-AM-ATOM-000061","PRESERVE-EXISTING-BOUNDARY","US-CM-000276","F5","UNITED-STATES/VOTING/RACE-COLOR-SERVITUDE","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States to vote shall not be denied or abridged by the United States or by any State on account of race, color, or previous condition of servitude--","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000280","US-AM-MECH-UNIT-000021","US-AM-ATOM-CAND-000021","15","2","PRESERVED-US-CM-000277","US-AM-ATOM-000062","PRESERVE-EXISTING-BOUNDARY","US-CM-000277","F3","UNITED-STATES/CONGRESS/AMENDMENT-15/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000281","US-AM-MECH-UNIT-000022","US-AM-ATOM-CAND-000022","16","","PRESERVED-US-CM-000278","US-AM-ATOM-000063","PRESERVE-EXISTING-BOUNDARY","US-CM-000278","F3","UNITED-STATES/CONGRESS/INCOME-TAX","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to lay and collect taxes on incomes, from whatever source derived, without apportionment among the several States, and without regard to any census or enumeration.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000282","US-AM-MECH-UNIT-000023","US-AM-ATOM-CAND-000023","17","","PRESERVED-US-CM-000279","US-AM-ATOM-000064","PRESERVE-EXISTING-BOUNDARY","US-CM-000279","F2","UNITED-STATES/SENATE/STATE-REPRESENTATION","The Constitution establishes this institutional structure or separation rule: The Senate of the United States shall be composed of two Senators from each State","Institutional structure or allocation is not established where the source-defined composition, separation, or role boundary is not satisfied.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000283","US-AM-MECH-UNIT-000023","US-AM-ATOM-CAND-000023","17","","PRESERVED-US-CM-000280","US-AM-ATOM-000065","PRESERVE-EXISTING-BOUNDARY","US-CM-000280","F1","UNITED-STATES/SENATE/POPULAR-ELECTION","The Constitution establishes this authority, succession, or office-transition rule: elected by the people thereof","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000284","US-AM-MECH-UNIT-000023","US-AM-ATOM-CAND-000023","17","","PRESERVED-US-CM-000281","US-AM-ATOM-000066","PRESERVE-EXISTING-BOUNDARY","US-CM-000281","F3","UNITED-STATES/SENATE/TERM","The Constitution establishes this scoped power, duty, qualification, or procedural rule: for six years","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000285","US-AM-MECH-UNIT-000023","US-AM-ATOM-CAND-000023","17","","PRESERVED-US-CM-000282","US-AM-ATOM-000067","PRESERVE-EXISTING-BOUNDARY","US-CM-000282","F2","UNITED-STATES/SENATE/MEMBER-VOTE","The Constitution establishes this institutional structure or separation rule: and each Senator shall have one vote","Institutional structure or allocation is not established where the source-defined composition, separation, or role boundary is not satisfied.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000286","US-AM-MECH-UNIT-000023","US-AM-ATOM-CAND-000023","17","","PRESERVED-US-CM-000283","US-AM-ATOM-000068","PRESERVE-EXISTING-BOUNDARY","US-CM-000283","F3","UNITED-STATES/SENATE/ELECTOR-QUALIFICATIONS","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The electors in each State shall have the qualifications requisite for electors of the most numerous branch of the State legislatures.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000287","US-AM-MECH-UNIT-000024","US-AM-ATOM-CAND-000024","17","","PRESERVED-US-CM-000284","US-AM-ATOM-000069","PRESERVE-EXISTING-BOUNDARY","US-CM-000284","F1","UNITED-STATES/SENATE/VACANCIES/ELECTION-WRITS","The Constitution establishes this authority, succession, or office-transition rule: When vacancies happen in the representation of any State in the Senate, the executive authority of such State shall issue writs of election to fill such vacancies","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000288","US-AM-MECH-UNIT-000024","US-AM-ATOM-CAND-000024","17","","PRESERVED-US-CM-000285","US-AM-ATOM-000070","PRESERVE-EXISTING-BOUNDARY","US-CM-000285","F3","UNITED-STATES/SENATE/VACANCIES/TEMPORARY-APPOINTMENTS","The Constitution establishes this scoped power, duty, qualification, or procedural rule: Provided, That the legislature of any State may empower the executive thereof to make temporary appointments until the people fill the vacancies by election as the legislature may direct.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000289","US-AM-MECH-UNIT-000025","US-AM-ATOM-CAND-000025","17","","PRESERVED-US-CM-000286","US-AM-ATOM-000071","PRESERVE-EXISTING-BOUNDARY","US-CM-000286","F7","UNITED-STATES/SENATE/AMENDMENT-17/TRANSITION","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This amendment shall not be so construed as to affect the election or term of any Senator chosen before it becomes valid as part of the Constitution.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
