"mechanism_id","source_clause_id","mechanism_family","jurisdiction_scope","predicate_count","predicate_ids","crosswalk_id","orynth_repository","orynth_component","file_path","preexisting_status","correspondence_grade","canonical_proof_binding_count","integration_status"
"US-CM-000071","US-CONST-ATOM-000071","F3","UNITED-STATES/CONGRESS/POSTAL","1","US-CP-000122","US-CW-000071","ORYNTH-systems/orynth-constitutional-state-integrity","ARTICLE-I-SECTION-8 ENUMERATED-POWER CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000072","US-CONST-ATOM-000072","F3","UNITED-STATES/CONGRESS/INTELLECTUAL-PROPERTY","5","US-CP-000123|US-CP-000124|US-CP-000125|US-CP-000126|US-CP-000127","US-CW-000072","ORYNTH-systems/orynth-constitutional-state-integrity","ARTICLE-I-SECTION-8 ENUMERATED-POWER CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000073","US-CONST-ATOM-000073","F3","UNITED-STATES/CONGRESS/INFERIOR-TRIBUNALS","1","US-CP-000128","US-CW-000073","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ENUMERATED-POWER CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000074","US-CONST-ATOM-000074","F3","UNITED-STATES/CONGRESS/HIGH-SEAS-LAW-OF-NATIONS","2","US-CP-000129|US-CP-000130","US-CW-000074","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ENUMERATED-POWER CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000075","US-CONST-ATOM-000075","F3","UNITED-STATES/CONGRESS/WAR-DECLARATION","1","US-CP-000131","US-CW-000075","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ENUMERATED-POWER CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000076","US-CONST-ATOM-000076","F3","UNITED-STATES/CONGRESS/MARQUE-REPRISAL","1","US-CP-000132","US-CW-000076","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ENUMERATED-POWER CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000077","US-CONST-ATOM-000077","F3","UNITED-STATES/CONGRESS/CAPTURES","1","US-CP-000133","US-CW-000077","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ENUMERATED-POWER CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000078","US-CONST-ATOM-000078","F3","UNITED-STATES/CONGRESS/ARMIES","1","US-CP-000134","US-CW-000078","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ENUMERATED-POWER CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000079","US-CONST-ATOM-000079","F5","UNITED-STATES/CONGRESS/ARMY-APPROPRIATIONS","1","US-CP-000135","US-CW-000079","ORYNTH-systems/orynth-constitutional-state-integrity","TEMPORALLY-BOUNDED CONSTITUTIONAL LIMITATION","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000080","US-CONST-ATOM-000080","F3","UNITED-STATES/CONGRESS/NAVY","1","US-CP-000136","US-CW-000080","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ENUMERATED-MILITARY-POWER CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000081","US-CONST-ATOM-000081","F3","UNITED-STATES/CONGRESS/ARMED-FORCES-REGULATION","1","US-CP-000137","US-CW-000081","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ENUMERATED-MILITARY-POWER CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000082","US-CONST-ATOM-000082","F3","UNITED-STATES/CONGRESS/MILITIA/CALLING-FORTH","1","US-CP-000138","US-CW-000082","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ENUMERATED-MILITARY-POWER CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000083","US-CONST-ATOM-000083","F3","UNITED-STATES/CONGRESS/MILITIA/ORGANIZATION","1","US-CP-000139","US-CW-000083","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ENUMERATED-MILITARY-POWER CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000084","US-CONST-ATOM-000084","F6","UNITED-STATES/MILITIA/FEDERAL-SERVICE","1","US-CP-000140","US-CW-000084","ORYNTH-systems/orynth-constitutional-state-integrity","CONDITION-ACTIVATED FEDERAL JURISDICTION","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000085","US-CONST-ATOM-000085","F2","UNITED-STATES/STATES/MILITIA-OFFICER-APPOINTMENT","1","US-CP-000141","US-CW-000085","ORYNTH-systems/orynth-constitutional-state-integrity","RESERVED STATE AUTHORITY / FEDERAL-STATE SEPARATION","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000086","US-CONST-ATOM-000086","F2","UNITED-STATES/FEDERAL-STATE/MILITIA-TRAINING","2","US-CP-000142|US-CP-000143","US-CW-000086","ORYNTH-systems/orynth-constitutional-state-integrity","DIVIDED FEDERAL-STATE AUTHORITY","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000087","US-CONST-ATOM-000087","F6","UNITED-STATES/FEDERAL-SEAT","4","US-CP-000144|US-CP-000145|US-CP-000146|US-CP-000147","US-CW-000087","ORYNTH-systems/orynth-constitutional-state-integrity","CONDITIONED TERRITORIAL JURISDICTION","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000088","US-CONST-ATOM-000088","F6","UNITED-STATES/FEDERAL-ENCLAVES","4","US-CP-000148|US-CP-000149|US-CP-000150|US-CP-000151","US-CW-000088","ORYNTH-systems/orynth-constitutional-state-integrity","CONSENT-CONDITIONED TERRITORIAL JURISDICTION","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000089","US-CONST-ATOM-000089","F3","UNITED-STATES/CONGRESS/NECESSARY-PROPER","3","US-CP-000152|US-CP-000153|US-CP-000154","US-CW-000089","ORYNTH-systems/orynth-constitutional-state-integrity","VESTED-POWER-TO-EXECUTION AUTHORITY CHAIN","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000090","US-CONST-ATOM-000090","F5","UNITED-STATES/CONGRESS/MIGRATION-IMPORTATION/PRE-1808","2","US-CP-000155|US-CP-000156","US-CW-000090","ORYNTH-systems/orynth-constitutional-state-integrity","TEMPORAL CONSTITUTIONAL PROHIBITION","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000091","US-CONST-ATOM-000091","F3","UNITED-STATES/CONGRESS/MIGRATION-IMPORTATION/TAX","2","US-CP-000157|US-CP-000158","US-CW-000091","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED LIMITATION / PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000092","US-CONST-ATOM-000092","F5","UNITED-STATES/HABEAS-CORPUS","2","US-CP-000159|US-CP-000160","US-CW-000092","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED LIMITATION / PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000093","US-CONST-ATOM-000093","F5","UNITED-STATES/FEDERAL/LEGISLATIVE-PROHIBITIONS","2","US-CP-000161|US-CP-000162","US-CW-000093","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED LIMITATION / PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000094","US-CONST-ATOM-000094","F5","UNITED-STATES/FEDERAL/DIRECT-TAX","2","US-CP-000163|US-CP-000164","US-CW-000094","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED LIMITATION / PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000095","US-CONST-ATOM-000095","F5","UNITED-STATES/FEDERAL/STATE-EXPORTS","1","US-CP-000165","US-CW-000095","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED LIMITATION / PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000096","US-CONST-ATOM-000096","F5","UNITED-STATES/FEDERAL/PORT-NONPREFERENCE","1","US-CP-000166","US-CW-000096","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED LIMITATION / PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000097","US-CONST-ATOM-000097","F5","UNITED-STATES/FEDERAL/INTERSTATE-VESSELS","3","US-CP-000167|US-CP-000168|US-CP-000169","US-CW-000097","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED LIMITATION / PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000098","US-CONST-ATOM-000098","F5","UNITED-STATES/TREASURY/APPROPRIATIONS","2","US-CP-000170|US-CP-000171","US-CW-000098","ORYNTH-systems/orynth-constitutional-state-integrity","LAWFUL-PREREQUISITE CONSEQUENCE GATE","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000099","US-CONST-ATOM-000099","F3","UNITED-STATES/PUBLIC-FINANCE/ACCOUNTING","2","US-CP-000172|US-CP-000173","US-CW-000099","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED PUBLIC DUTY CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000100","US-CONST-ATOM-000100","F5","UNITED-STATES/FEDERAL/TITLES-NOBILITY","1","US-CP-000174","US-CW-000100","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000101","US-CONST-ATOM-000101","F5","UNITED-STATES/FEDERAL-OFFICERS/FOREIGN-BENEFITS","4","US-CP-000175|US-CP-000176|US-CP-000177|US-CP-000178","US-CW-000101","ORYNTH-systems/orynth-constitutional-state-integrity","CONDITIONAL PROHIBITION / CONSENT CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000102","US-CONST-ATOM-000102","F5","UNITED-STATES/STATES/TREATIES-ALLIANCES-CONFEDERATIONS","3","US-CP-000179|US-CP-000180|US-CP-000181","US-CW-000102","ORYNTH-systems/orynth-constitutional-state-integrity","STATE-SCOPED CONSTITUTIONAL PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000103","US-CONST-ATOM-000103","F5","UNITED-STATES/STATES/MARQUE-REPRISAL","1","US-CP-000182","US-CW-000103","ORYNTH-systems/orynth-constitutional-state-integrity","STATE-SCOPED CONSTITUTIONAL PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000104","US-CONST-ATOM-000104","F5","UNITED-STATES/STATES/COINAGE","1","US-CP-000183","US-CW-000104","ORYNTH-systems/orynth-constitutional-state-integrity","STATE-SCOPED CONSTITUTIONAL PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000105","US-CONST-ATOM-000105","F5","UNITED-STATES/STATES/BILLS-OF-CREDIT","1","US-CP-000184","US-CW-000105","ORYNTH-systems/orynth-constitutional-state-integrity","STATE-SCOPED CONSTITUTIONAL PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000106","US-CONST-ATOM-000106","F5","UNITED-STATES/STATES/LEGAL-TENDER","1","US-CP-000185","US-CW-000106","ORYNTH-systems/orynth-constitutional-state-integrity","STATE-SCOPED CONSTITUTIONAL PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000107","US-CONST-ATOM-000107","F5","UNITED-STATES/STATES/BILL-OF-ATTAINDER","1","US-CP-000186","US-CW-000107","ORYNTH-systems/orynth-constitutional-state-integrity","STATE-SCOPED CONSTITUTIONAL PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000108","US-CONST-ATOM-000108","F5","UNITED-STATES/STATES/EX-POST-FACTO","1","US-CP-000187","US-CW-000108","ORYNTH-systems/orynth-constitutional-state-integrity","STATE-SCOPED CONSTITUTIONAL PROHIBITION CONCEPT","01-constitutional-source-map/source-integrity/anchors/CONSTITUTIONAL_SOURCE_ANCHORS.json","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000109","US-CONST-ATOM-000109","F5","UNITED-STATES/STATES/CONTRACT-OBLIGATIONS","1","US-CP-000188","US-CW-000109","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000110","US-CONST-ATOM-000110","F5","UNITED-STATES/STATES/TITLES-NOBILITY","1","US-CP-000189","US-CW-000110","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000111","US-CONST-ATOM-000111","F5","UNITED-STATES/STATES/IMPORT-EXPORT-DUTIES","2","US-CP-000190|US-CP-000191","US-CW-000111","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000112","US-CONST-ATOM-000112","F3","UNITED-STATES/STATES/IMPORT-EXPORT-DUTIES/PROCEEDS","1","US-CP-000192","US-CW-000112","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED AUTHORITY / QUALIFICATION CONCEPT","02-constitutional-object-model/registry/AUTHORITY.yaml;02-constitutional-object-model/registry/QUALIFICATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000113","US-CONST-ATOM-000113","F2","UNITED-STATES/FEDERAL-STATE/IMPORT-EXPORT-LAW-REVIEW","1","US-CP-000193","US-CW-000113","ORYNTH-systems/orynth-constitutional-state-integrity","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000114","US-CONST-ATOM-000114","F5","UNITED-STATES/STATES/TONNAGE-DUTIES","1","US-CP-000194","US-CW-000114","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000115","US-CONST-ATOM-000115","F5","UNITED-STATES/STATES/PEACETIME-MILITARY-FORCES","1","US-CP-000195","US-CW-000115","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000116","US-CONST-ATOM-000116","F5","UNITED-STATES/STATES/COMPACTS","2","US-CP-000196|US-CP-000197","US-CW-000116","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000117","US-CONST-ATOM-000117","F5","UNITED-STATES/STATES/WAR","3","US-CP-000198|US-CP-000199|US-CP-000200","US-CW-000117","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000118","US-CONST-ATOM-000118","F1","UNITED-STATES/FEDERAL/EXECUTIVE","2","US-CP-000201|US-CP-000202","US-CW-000118","ORYNTH-systems/orynth-constitutional-state-integrity","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000119","US-CONST-ATOM-000119","F3","UNITED-STATES/PRESIDENT-VICE-PRESIDENT/TERM","2","US-CP-000203|US-CP-000204","US-CW-000119","ORYNTH-systems/orynth-constitutional-state-integrity","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000120","US-CONST-ATOM-000120","F6","UNITED-STATES/STATES/PRESIDENTIAL-ELECTORS","2","US-CP-000205|US-CP-000206","US-CW-000120","ORYNTH-systems/orynth-constitutional-state-integrity","FORMAL ARTICLE-II ELECTION / QUALIFICATION ARCHITECTURE","03-constitutional-dependency-graph/elections/article-ii/ARTICLE_II_SECTION_1_ELECTOR_ARCHITECTURE.yaml;07-constitutional-state-integrity/elections/jurisdiction/ELECTION_JURISDICTION_MATRIX.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","YES","C3","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000121","US-CONST-ATOM-000121","F5","UNITED-STATES/PRESIDENTIAL-ELECTORS/INELIGIBILITY","1","US-CP-000207","US-CW-000121","ORYNTH-systems/orynth-constitutional-state-integrity","FORMAL ARTICLE-II ELECTION / QUALIFICATION ARCHITECTURE","03-constitutional-dependency-graph/elections/article-ii/ARTICLE_II_SECTION_1_ELECTOR_ARCHITECTURE.yaml;07-constitutional-state-integrity/elections/jurisdiction/ELECTION_JURISDICTION_MATRIX.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","YES","C3","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000122","US-CONST-ATOM-000122","F3","UNITED-STATES/STATES/PRESIDENTIAL-ELECTOR-PROCEDURE","3","US-CP-000208|US-CP-000209|US-CP-000210","US-CW-000122","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ELECTION PROCESS CONCEPT","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;02-constitutional-object-model/registry/PROCESS.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000123","US-CONST-ATOM-000123","F3","UNITED-STATES/PRESIDENTIAL-ELECTORS/VOTE-LIST","2","US-CP-000211|US-CP-000212","US-CW-000123","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ELECTION PROCESS CONCEPT","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;02-constitutional-object-model/registry/PROCESS.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000124","US-CONST-ATOM-000124","F3","UNITED-STATES/PRESIDENTIAL-ELECTORS/CERTIFICATION-TRANSMISSION","5","US-CP-000213|US-CP-000214|US-CP-000215|US-CP-000216|US-CP-000217","US-CW-000124","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ELECTION PROCESS CONCEPT","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;02-constitutional-object-model/registry/PROCESS.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000125","US-CONST-ATOM-000125","F4","UNITED-STATES/PRESIDENTIAL-ELECTION/CERTIFICATE-OPENING","3","US-CP-000218|US-CP-000219|US-CP-000220","US-CW-000125","ORYNTH-systems/orynth-constitutional-state-integrity","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000126","US-CONST-ATOM-000126","F3","UNITED-STATES/PRESIDENTIAL-ELECTION/VOTE-COUNT","2","US-CP-000221|US-CP-000222","US-CW-000126","ORYNTH-systems/orynth-constitutional-state-integrity","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
