"predicate_id","mechanism_id","predicate_ordinal_within_mechanism","mechanism_predicate_count","source_clause_id","mechanism_family","jurisdiction_scope","normalized_mechanism","negative_condition","independent_condition_summary","predicate_class","predicate_expression","required_state","failure_state","resolution_policy","status","review_status"
"US-CP-000496","US-CM-000254","4","4","US-AM-ATOM-000038","F3","UNITED-STATES/PRESIDENTIAL-ELECTION/HOUSE/CONTINGENT-SELECTION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and if no person have such majority, then from the persons having the highest numbers not exceeding three on the list of those voted for as President, the House of Representatives shall choose immediately, by ballot, the President","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","no-majority trigger; candidate pool limited to highest numbers not exceeding three; House selection; immediate ballot procedure","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000497","US-CM-000255","1","2","US-AM-ATOM-000039","F4","UNITED-STATES/PRESIDENTIAL-ELECTION/HOUSE/STATE-VOTING","The Constitution establishes this concurrence, quorum, majority, or threshold rule: But in choosing the President, the votes shall be taken by states, the representation from each state having one vote","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","votes taken by States; each State representation has one vote","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000498","US-CM-000255","2","2","US-AM-ATOM-000039","F4","UNITED-STATES/PRESIDENTIAL-ELECTION/HOUSE/STATE-VOTING","The Constitution establishes this concurrence, quorum, majority, or threshold rule: But in choosing the President, the votes shall be taken by states, the representation from each state having one vote","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","votes taken by States; each State representation has one vote","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000499","US-CM-000256","1","1","US-AM-ATOM-000040","F4","UNITED-STATES/PRESIDENTIAL-ELECTION/HOUSE/QUORUM","The Constitution establishes this concurrence, quorum, majority, or threshold rule: a quorum for this purpose shall consist of a member or members from two-thirds of the states","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","single source-bounded independently testable condition represented by the frozen mechanism","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000500","US-CM-000257","1","1","US-AM-ATOM-000041","F4","UNITED-STATES/PRESIDENTIAL-ELECTION/HOUSE/CHOICE-THRESHOLD","The Constitution establishes this concurrence, quorum, majority, or threshold rule: and a majority of all the states shall be necessary to a choice","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","single source-bounded independently testable condition represented by the frozen mechanism","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000501","US-CM-000258","1","3","US-AM-ATOM-000042","F3","UNITED-STATES/PRESIDENTIAL-ELECTION/HOUSE/FAILURE-TO-CHOOSE/TRANSITION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: [And if the House of Representatives shall not choose a President whenever the right of choice shall devolve upon them, before the fourth day of March next following, then the Vice-President shall act as President, as in the case of the death or other constitutional disability of the President. --]*","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","House failure-to-choose trigger after right devolves; source deadline; Vice-President acting-President consequence","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000502","US-CM-000258","2","3","US-AM-ATOM-000042","F3","UNITED-STATES/PRESIDENTIAL-ELECTION/HOUSE/FAILURE-TO-CHOOSE/TRANSITION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: [And if the House of Representatives shall not choose a President whenever the right of choice shall devolve upon them, before the fourth day of March next following, then the Vice-President shall act as President, as in the case of the death or other constitutional disability of the President. --]*","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","House failure-to-choose trigger after right devolves; source deadline; Vice-President acting-President consequence","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000503","US-CM-000258","3","3","US-AM-ATOM-000042","F3","UNITED-STATES/PRESIDENTIAL-ELECTION/HOUSE/FAILURE-TO-CHOOSE/TRANSITION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: [And if the House of Representatives shall not choose a President whenever the right of choice shall devolve upon them, before the fourth day of March next following, then the Vice-President shall act as President, as in the case of the death or other constitutional disability of the President. --]*","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","House failure-to-choose trigger after right devolves; source deadline; Vice-President acting-President consequence","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000504","US-CM-000259","1","2","US-AM-ATOM-000043","F4","UNITED-STATES/PRESIDENTIAL-ELECTION/VICE-PRESIDENT/MAJORITY-SELECTION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: The person having the greatest number of votes as Vice-President, shall be the Vice-President, if such number be a majority of the whole number of Electors appointed","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","greatest-number condition; majority-of-whole-electors threshold","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000505","US-CM-000259","2","2","US-AM-ATOM-000043","F4","UNITED-STATES/PRESIDENTIAL-ELECTION/VICE-PRESIDENT/MAJORITY-SELECTION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: The person having the greatest number of votes as Vice-President, shall be the Vice-President, if such number be a majority of the whole number of Electors appointed","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","greatest-number condition; majority-of-whole-electors threshold","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000506","US-CM-000260","1","3","US-AM-ATOM-000044","F3","UNITED-STATES/PRESIDENTIAL-ELECTION/SENATE/CONTINGENT-SELECTION","The Constitution establishes this scoped selection procedure: if no person has a majority for Vice-President, the Senate shall choose the Vice-President from the two highest numbers on the list.","The Senate contingent-selection procedure is not established unless no person has the required majority and the selection is confined to the two highest numbers on the Vice-Presidential list.","no-majority trigger; Senate as selection actor; candidate pool limited to two highest","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000507","US-CM-000260","2","3","US-AM-ATOM-000044","F3","UNITED-STATES/PRESIDENTIAL-ELECTION/SENATE/CONTINGENT-SELECTION","The Constitution establishes this scoped selection procedure: if no person has a majority for Vice-President, the Senate shall choose the Vice-President from the two highest numbers on the list.","The Senate contingent-selection procedure is not established unless no person has the required majority and the selection is confined to the two highest numbers on the Vice-Presidential list.","no-majority trigger; Senate as selection actor; candidate pool limited to two highest","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000508","US-CM-000260","3","3","US-AM-ATOM-000044","F3","UNITED-STATES/PRESIDENTIAL-ELECTION/SENATE/CONTINGENT-SELECTION","The Constitution establishes this scoped selection procedure: if no person has a majority for Vice-President, the Senate shall choose the Vice-President from the two highest numbers on the list.","The Senate contingent-selection procedure is not established unless no person has the required majority and the selection is confined to the two highest numbers on the Vice-Presidential list.","no-majority trigger; Senate as selection actor; candidate pool limited to two highest","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000509","US-CM-000261","1","1","US-AM-ATOM-000044","F4","UNITED-STATES/PRESIDENTIAL-ELECTION/SENATE/CONTINGENT-SELECTION","The Constitution establishes this quorum rule: a quorum for the Senate's contingent choice of Vice-President shall consist of two-thirds of the whole number of Senators.","The Senate contingent Vice-Presidential choice is not established under this quorum mechanism when fewer than two-thirds of the whole number of Senators constitute the quorum.","single source-bounded independently testable condition represented by the frozen mechanism","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000510","US-CM-000262","1","1","US-AM-ATOM-000044","F4","UNITED-STATES/PRESIDENTIAL-ELECTION/SENATE/CONTINGENT-SELECTION","The Constitution establishes this concurrence threshold: a majority of the whole number of Senators is necessary to choose the Vice-President in the Senate contingent procedure.","The Senate contingent Vice-Presidential choice is not established under this threshold mechanism without a majority of the whole number of Senators.","single source-bounded independently testable condition represented by the frozen mechanism","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000511","US-CM-000263","1","1","US-AM-ATOM-000045","F3","UNITED-STATES/VICE-PRESIDENT/ELIGIBILITY","The Constitution establishes this scoped power, duty, qualification, or procedural rule: But no person constitutionally ineligible to the office of President shall be eligible to that of Vice-President of the United States.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","single source-bounded independently testable condition represented by the frozen mechanism","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000512","US-CM-000264","1","1","US-AM-ATOM-000046","F5","UNITED-STATES/SLAVERY/PROHIBITION","The Constitution establishes this prohibition, right-protection, or negative constraint: Neither slavery","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","single source-bounded independently testable condition represented by the frozen mechanism","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000513","US-CM-000265","1","3","US-AM-ATOM-000047","F5","UNITED-STATES/INVOLUNTARY-SERVITUDE/PROHIBITION-EXCEPTION","The Constitution establishes this prohibition, right-protection, or negative constraint: nor involuntary servitude, except as a punishment for crime whereof the party shall have been duly convicted, shall exist within the United States, or any place subject to their jurisdiction.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","involuntary-servitude prohibition; crime-punishment exception requires due conviction; United States/subject-jurisdiction territorial scope","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000514","US-CM-000265","2","3","US-AM-ATOM-000047","F5","UNITED-STATES/INVOLUNTARY-SERVITUDE/PROHIBITION-EXCEPTION","The Constitution establishes this prohibition, right-protection, or negative constraint: nor involuntary servitude, except as a punishment for crime whereof the party shall have been duly convicted, shall exist within the United States, or any place subject to their jurisdiction.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","involuntary-servitude prohibition; crime-punishment exception requires due conviction; United States/subject-jurisdiction territorial scope","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000515","US-CM-000265","3","3","US-AM-ATOM-000047","F5","UNITED-STATES/INVOLUNTARY-SERVITUDE/PROHIBITION-EXCEPTION","The Constitution establishes this prohibition, right-protection, or negative constraint: nor involuntary servitude, except as a punishment for crime whereof the party shall have been duly convicted, shall exist within the United States, or any place subject to their jurisdiction.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","involuntary-servitude prohibition; crime-punishment exception requires due conviction; United States/subject-jurisdiction territorial scope","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000516","US-CM-000266","1","2","US-AM-ATOM-000048","F3","UNITED-STATES/CONGRESS/AMENDMENT-13/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congressional enforcement authority; appropriate-legislation limitation","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000517","US-CM-000266","2","2","US-AM-ATOM-000048","F3","UNITED-STATES/CONGRESS/AMENDMENT-13/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congressional enforcement authority; appropriate-legislation limitation","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000518","US-CM-000267","1","4","US-AM-ATOM-000049","F6","UNITED-STATES/CITIZENSHIP/BIRTH-NATURALIZATION","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: All persons born or naturalized in the United States, and subject to the jurisdiction thereof, are citizens of the United States and of the State wherein they reside.","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","birth-or-naturalization basis; United States locus; subject-to-jurisdiction condition; United States and resident-State citizenship consequence","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000519","US-CM-000267","2","4","US-AM-ATOM-000049","F6","UNITED-STATES/CITIZENSHIP/BIRTH-NATURALIZATION","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: All persons born or naturalized in the United States, and subject to the jurisdiction thereof, are citizens of the United States and of the State wherein they reside.","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","birth-or-naturalization basis; United States locus; subject-to-jurisdiction condition; United States and resident-State citizenship consequence","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000520","US-CM-000267","3","4","US-AM-ATOM-000049","F6","UNITED-STATES/CITIZENSHIP/BIRTH-NATURALIZATION","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: All persons born or naturalized in the United States, and subject to the jurisdiction thereof, are citizens of the United States and of the State wherein they reside.","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","birth-or-naturalization basis; United States locus; subject-to-jurisdiction condition; United States and resident-State citizenship consequence","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000521","US-CM-000267","4","4","US-AM-ATOM-000049","F6","UNITED-STATES/CITIZENSHIP/BIRTH-NATURALIZATION","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: All persons born or naturalized in the United States, and subject to the jurisdiction thereof, are citizens of the United States and of the State wherein they reside.","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","birth-or-naturalization basis; United States locus; subject-to-jurisdiction condition; United States and resident-State citizenship consequence","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000522","US-CM-000268","1","2","US-AM-ATOM-000050","F5","UNITED-STATES/STATES/PRIVILEGES-IMMUNITIES","The Constitution establishes this prohibition, right-protection, or negative constraint: No State shall make or enforce any law which shall abridge the privileges or immunities of citizens of the United States","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","State make-or-enforce-law actor condition; abridgment of privileges-or-immunities prohibition","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000523","US-CM-000268","2","2","US-AM-ATOM-000050","F5","UNITED-STATES/STATES/PRIVILEGES-IMMUNITIES","The Constitution establishes this prohibition, right-protection, or negative constraint: No State shall make or enforce any law which shall abridge the privileges or immunities of citizens of the United States","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","State make-or-enforce-law actor condition; abridgment of privileges-or-immunities prohibition","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000524","US-CM-000269","1","2","US-AM-ATOM-000051","F5","UNITED-STATES/STATES/DUE-PROCESS","The Constitution establishes this prohibition, right-protection, or negative constraint: nor shall any State deprive any person of life, liberty, or property, without due process of law","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","State deprivation of life/liberty/property; due-process prerequisite","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000525","US-CM-000269","2","2","US-AM-ATOM-000051","F5","UNITED-STATES/STATES/DUE-PROCESS","The Constitution establishes this prohibition, right-protection, or negative constraint: nor shall any State deprive any person of life, liberty, or property, without due process of law","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","State deprivation of life/liberty/property; due-process prerequisite","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000526","US-CM-000270","1","2","US-AM-ATOM-000052","F5","UNITED-STATES/STATES/EQUAL-PROTECTION","The Constitution establishes this prohibition, right-protection, or negative constraint: nor deny to any person within its jurisdiction the equal protection of the laws.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","person within State jurisdiction; equal-protection non-denial","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000527","US-CM-000270","2","2","US-AM-ATOM-000052","F5","UNITED-STATES/STATES/EQUAL-PROTECTION","The Constitution establishes this prohibition, right-protection, or negative constraint: nor deny to any person within its jurisdiction the equal protection of the laws.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","person within State jurisdiction; equal-protection non-denial","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000528","US-CM-000271","1","3","US-AM-ATOM-000053","F6","UNITED-STATES/STATES/REPRESENTATION/APPORTIONMENT","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: Representatives shall be apportioned among the several States according to their respective numbers, counting the whole number of persons in each State, excluding Indians not taxed.","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","apportionment among States by respective numbers; whole-person count rule; source-stated exclusion","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000529","US-CM-000271","2","3","US-AM-ATOM-000053","F6","UNITED-STATES/STATES/REPRESENTATION/APPORTIONMENT","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: Representatives shall be apportioned among the several States according to their respective numbers, counting the whole number of persons in each State, excluding Indians not taxed.","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","apportionment among States by respective numbers; whole-person count rule; source-stated exclusion","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000530","US-CM-000271","3","3","US-AM-ATOM-000053","F6","UNITED-STATES/STATES/REPRESENTATION/APPORTIONMENT","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: Representatives shall be apportioned among the several States according to their respective numbers, counting the whole number of persons in each State, excluding Indians not taxed.","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","apportionment among States by respective numbers; whole-person count rule; source-stated exclusion","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000531","US-CM-000272","1","5","US-AM-ATOM-000054","F6","UNITED-STATES/STATES/REPRESENTATION/VOTING-ABRIDGMENT-REDUCTION","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: But when the right to vote at any election for the choice of electors for President and Vice-President of the United States, Representatives in Congress, the Executive and Judicial officers of a State, or the members of the Legislature thereof, is denied to any of the male inhabitants of such State, being twenty-one years of age,* and citizens of the United States, or in any way abridged, except for participation in rebellion, or other crime, the basis of representation therein shall be reduced in the proportion which the number of such male citizens shall bear to the whole number of male citizens twenty-one years of age in such State.","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","covered voting denial-or-abridgment trigger; covered voter qualifications; source-stated rebellion/crime exception; representation-basis reduction; proportional reduction formula","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000532","US-CM-000272","2","5","US-AM-ATOM-000054","F6","UNITED-STATES/STATES/REPRESENTATION/VOTING-ABRIDGMENT-REDUCTION","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: But when the right to vote at any election for the choice of electors for President and Vice-President of the United States, Representatives in Congress, the Executive and Judicial officers of a State, or the members of the Legislature thereof, is denied to any of the male inhabitants of such State, being twenty-one years of age,* and citizens of the United States, or in any way abridged, except for participation in rebellion, or other crime, the basis of representation therein shall be reduced in the proportion which the number of such male citizens shall bear to the whole number of male citizens twenty-one years of age in such State.","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","covered voting denial-or-abridgment trigger; covered voter qualifications; source-stated rebellion/crime exception; representation-basis reduction; proportional reduction formula","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000533","US-CM-000272","3","5","US-AM-ATOM-000054","F6","UNITED-STATES/STATES/REPRESENTATION/VOTING-ABRIDGMENT-REDUCTION","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: But when the right to vote at any election for the choice of electors for President and Vice-President of the United States, Representatives in Congress, the Executive and Judicial officers of a State, or the members of the Legislature thereof, is denied to any of the male inhabitants of such State, being twenty-one years of age,* and citizens of the United States, or in any way abridged, except for participation in rebellion, or other crime, the basis of representation therein shall be reduced in the proportion which the number of such male citizens shall bear to the whole number of male citizens twenty-one years of age in such State.","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","covered voting denial-or-abridgment trigger; covered voter qualifications; source-stated rebellion/crime exception; representation-basis reduction; proportional reduction formula","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000534","US-CM-000272","4","5","US-AM-ATOM-000054","F6","UNITED-STATES/STATES/REPRESENTATION/VOTING-ABRIDGMENT-REDUCTION","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: But when the right to vote at any election for the choice of electors for President and Vice-President of the United States, Representatives in Congress, the Executive and Judicial officers of a State, or the members of the Legislature thereof, is denied to any of the male inhabitants of such State, being twenty-one years of age,* and citizens of the United States, or in any way abridged, except for participation in rebellion, or other crime, the basis of representation therein shall be reduced in the proportion which the number of such male citizens shall bear to the whole number of male citizens twenty-one years of age in such State.","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","covered voting denial-or-abridgment trigger; covered voter qualifications; source-stated rebellion/crime exception; representation-basis reduction; proportional reduction formula","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000535","US-CM-000272","5","5","US-AM-ATOM-000054","F6","UNITED-STATES/STATES/REPRESENTATION/VOTING-ABRIDGMENT-REDUCTION","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: But when the right to vote at any election for the choice of electors for President and Vice-President of the United States, Representatives in Congress, the Executive and Judicial officers of a State, or the members of the Legislature thereof, is denied to any of the male inhabitants of such State, being twenty-one years of age,* and citizens of the United States, or in any way abridged, except for participation in rebellion, or other crime, the basis of representation therein shall be reduced in the proportion which the number of such male citizens shall bear to the whole number of male citizens twenty-one years of age in such State.","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","covered voting denial-or-abridgment trigger; covered voter qualifications; source-stated rebellion/crime exception; representation-basis reduction; proportional reduction formula","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000536","US-CM-000273","1","4","US-AM-ATOM-000055","F5","UNITED-STATES/OFFICE/INSURRECTION-DISABILITY","The Constitution establishes this prohibition, right-protection, or negative constraint: No person shall be a Senator or Representative in Congress, or elector of President and Vice-President, or hold any office, civil or military, under the United States, or under any State, who, having previously taken an oath, as a member of Congress, or as an officer of the United States, or as a member of any State legislature, or as an executive or judicial officer of any State, to support the Constitution of the United States, shall have engaged in insurrection or rebellion against the same, or given aid or comfort to the enemies thereof.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","prior qualifying oath/status; covered office/elector target; insurrection-or-rebellion engagement or aid/comfort condition; resulting disqualification","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000537","US-CM-000273","2","4","US-AM-ATOM-000055","F5","UNITED-STATES/OFFICE/INSURRECTION-DISABILITY","The Constitution establishes this prohibition, right-protection, or negative constraint: No person shall be a Senator or Representative in Congress, or elector of President and Vice-President, or hold any office, civil or military, under the United States, or under any State, who, having previously taken an oath, as a member of Congress, or as an officer of the United States, or as a member of any State legislature, or as an executive or judicial officer of any State, to support the Constitution of the United States, shall have engaged in insurrection or rebellion against the same, or given aid or comfort to the enemies thereof.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","prior qualifying oath/status; covered office/elector target; insurrection-or-rebellion engagement or aid/comfort condition; resulting disqualification","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000538","US-CM-000273","3","4","US-AM-ATOM-000055","F5","UNITED-STATES/OFFICE/INSURRECTION-DISABILITY","The Constitution establishes this prohibition, right-protection, or negative constraint: No person shall be a Senator or Representative in Congress, or elector of President and Vice-President, or hold any office, civil or military, under the United States, or under any State, who, having previously taken an oath, as a member of Congress, or as an officer of the United States, or as a member of any State legislature, or as an executive or judicial officer of any State, to support the Constitution of the United States, shall have engaged in insurrection or rebellion against the same, or given aid or comfort to the enemies thereof.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","prior qualifying oath/status; covered office/elector target; insurrection-or-rebellion engagement or aid/comfort condition; resulting disqualification","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000539","US-CM-000273","4","4","US-AM-ATOM-000055","F5","UNITED-STATES/OFFICE/INSURRECTION-DISABILITY","The Constitution establishes this prohibition, right-protection, or negative constraint: No person shall be a Senator or Representative in Congress, or elector of President and Vice-President, or hold any office, civil or military, under the United States, or under any State, who, having previously taken an oath, as a member of Congress, or as an officer of the United States, or as a member of any State legislature, or as an executive or judicial officer of any State, to support the Constitution of the United States, shall have engaged in insurrection or rebellion against the same, or given aid or comfort to the enemies thereof.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","prior qualifying oath/status; covered office/elector target; insurrection-or-rebellion engagement or aid/comfort condition; resulting disqualification","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000540","US-CM-000274","1","2","US-AM-ATOM-000056","F4","UNITED-STATES/CONGRESS/INSURRECTION-DISABILITY/REMOVAL","The Constitution establishes this concurrence, quorum, majority, or threshold rule: But Congress may by a vote of two-thirds of each House, remove such disability.","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","Congress as removal actor; two-thirds vote of each House","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000541","US-CM-000274","2","2","US-AM-ATOM-000056","F4","UNITED-STATES/CONGRESS/INSURRECTION-DISABILITY/REMOVAL","The Constitution establishes this concurrence, quorum, majority, or threshold rule: But Congress may by a vote of two-thirds of each House, remove such disability.","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","Congress as removal actor; two-thirds vote of each House","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000542","US-CM-000275","1","2","US-AM-ATOM-000057","F5","UNITED-STATES/PUBLIC-DEBT/VALIDITY","The Constitution establishes this prohibition, right-protection, or negative constraint: The validity of the public debt of the United States, authorized by law, including debts incurred for payment of pensions and bounties for services in suppressing insurrection or rebellion, shall not be questioned.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","covered United States public debt authorized by law; validity shall not be questioned","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000543","US-CM-000275","2","2","US-AM-ATOM-000057","F5","UNITED-STATES/PUBLIC-DEBT/VALIDITY","The Constitution establishes this prohibition, right-protection, or negative constraint: The validity of the public debt of the United States, authorized by law, including debts incurred for payment of pensions and bounties for services in suppressing insurrection or rebellion, shall not be questioned.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","covered United States public debt authorized by law; validity shall not be questioned","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
