"predicate_id","mechanism_id","predicate_class","predicate_expression","required_state","failure_state","resolution_policy","status"
"US-CP-000514","US-CM-000265","EXCEPTION","cm_000265_crime_punishment_exception_requires_due_conviction == TRUE","Source-defined condition is satisfied: crime-punishment exception requires due conviction.","Source-defined condition is not satisfied: crime-punishment exception requires due conviction.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000515","US-CM-000265","JURISDICTION","cm_000265_united_states_subject_jurisdiction_territorial_scope == TRUE","Source-defined condition is satisfied: United States/subject-jurisdiction territorial scope.","Source-defined condition is not satisfied: United States/subject-jurisdiction territorial scope.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000516","US-CM-000266","AUTHORIZED-ACTOR","cm_000266_congressional_enforcement_authority == TRUE","Source-defined condition is satisfied: Congressional enforcement authority.","Source-defined condition is not satisfied: Congressional enforcement authority.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000517","US-CM-000266","SCOPED-CONDITION","cm_000266_appropriate_legislation_limitation == TRUE","Source-defined condition is satisfied: appropriate-legislation limitation.","Source-defined condition is not satisfied: appropriate-legislation limitation.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000518","US-CM-000267","JURISDICTION-BOUNDARY","cm_000267_birth_or_naturalization_basis == TRUE","Source-defined condition is satisfied: birth-or-naturalization basis.","Source-defined condition is not satisfied: birth-or-naturalization basis.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000519","US-CM-000267","JURISDICTION","cm_000267_united_states_locus == TRUE","Source-defined condition is satisfied: United States locus.","Source-defined condition is not satisfied: United States locus.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000520","US-CM-000267","JURISDICTION","cm_000267_subject_to_jurisdiction_condition == TRUE","Source-defined condition is satisfied: subject-to-jurisdiction condition.","Source-defined condition is not satisfied: subject-to-jurisdiction condition.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000521","US-CM-000267","JURISDICTION","cm_000267_united_states_and_resident_state_citizenship_consequence == TRUE","Source-defined condition is satisfied: United States and resident-State citizenship consequence.","Source-defined condition is not satisfied: United States and resident-State citizenship consequence.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000522","US-CM-000268","AUTHORIZED-ACTOR","cm_000268_state_make_or_enforce_law_actor_condition == TRUE","Source-defined condition is satisfied: State make-or-enforce-law actor condition.","Source-defined condition is not satisfied: State make-or-enforce-law actor condition.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000523","US-CM-000268","PROHIBITION","cm_000268_abridgment_of_privileges_or_immunities_prohibition == TRUE","Source-defined condition is satisfied: abridgment of privileges-or-immunities prohibition.","Source-defined condition is not satisfied: abridgment of privileges-or-immunities prohibition.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000524","US-CM-000269","PROHIBITION","cm_000269_state_deprivation_of_life_liberty_property == TRUE","Source-defined condition is satisfied: State deprivation of life/liberty/property.","Source-defined condition is not satisfied: State deprivation of life/liberty/property.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000525","US-CM-000269","PROHIBITION","cm_000269_due_process_prerequisite == TRUE","Source-defined condition is satisfied: due-process prerequisite.","Source-defined condition is not satisfied: due-process prerequisite.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000526","US-CM-000270","JURISDICTION","cm_000270_person_within_state_jurisdiction == TRUE","Source-defined condition is satisfied: person within State jurisdiction.","Source-defined condition is not satisfied: person within State jurisdiction.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000527","US-CM-000270","PROHIBITION","cm_000270_equal_protection_non_denial == TRUE","Source-defined condition is satisfied: equal-protection non-denial.","Source-defined condition is not satisfied: equal-protection non-denial.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000528","US-CM-000271","JURISDICTION-BOUNDARY","cm_000271_apportionment_among_states_by_respective_numbers == TRUE","Source-defined condition is satisfied: apportionment among States by respective numbers.","Source-defined condition is not satisfied: apportionment among States by respective numbers.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000529","US-CM-000271","JURISDICTION-BOUNDARY","cm_000271_whole_person_count_rule == TRUE","Source-defined condition is satisfied: whole-person count rule.","Source-defined condition is not satisfied: whole-person count rule.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000530","US-CM-000271","JURISDICTION-BOUNDARY","cm_000271_source_stated_exclusion == TRUE","Source-defined condition is satisfied: source-stated exclusion.","Source-defined condition is not satisfied: source-stated exclusion.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000531","US-CM-000272","TEMPORAL-CONDITION","cm_000272_covered_voting_denial_or_abridgment_trigger == TRUE","Source-defined condition is satisfied: covered voting denial-or-abridgment trigger.","Source-defined condition is not satisfied: covered voting denial-or-abridgment trigger.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000532","US-CM-000272","QUALIFICATION-STATUS","cm_000272_covered_voter_qualifications == TRUE","Source-defined condition is satisfied: covered voter qualifications.","Source-defined condition is not satisfied: covered voter qualifications.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000533","US-CM-000272","EXCEPTION","cm_000272_source_stated_rebellion_crime_exception == TRUE","Source-defined condition is satisfied: source-stated rebellion/crime exception.","Source-defined condition is not satisfied: source-stated rebellion/crime exception.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000534","US-CM-000272","JURISDICTION-BOUNDARY","cm_000272_representation_basis_reduction == TRUE","Source-defined condition is satisfied: representation-basis reduction.","Source-defined condition is not satisfied: representation-basis reduction.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000535","US-CM-000272","JURISDICTION-BOUNDARY","cm_000272_proportional_reduction_formula == TRUE","Source-defined condition is satisfied: proportional reduction formula.","Source-defined condition is not satisfied: proportional reduction formula.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000536","US-CM-000273","QUALIFICATION-STATUS","cm_000273_prior_qualifying_oath_status == TRUE","Source-defined condition is satisfied: prior qualifying oath/status.","Source-defined condition is not satisfied: prior qualifying oath/status.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000537","US-CM-000273","PROHIBITION","cm_000273_covered_office_elector_target == TRUE","Source-defined condition is satisfied: covered office/elector target.","Source-defined condition is not satisfied: covered office/elector target.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000538","US-CM-000273","PROHIBITION","cm_000273_insurrection_or_rebellion_engagement_or_aid_comfort_condition == TRUE","Source-defined condition is satisfied: insurrection-or-rebellion engagement or aid/comfort condition.","Source-defined condition is not satisfied: insurrection-or-rebellion engagement or aid/comfort condition.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000539","US-CM-000273","QUALIFICATION-STATUS","cm_000273_resulting_disqualification == TRUE","Source-defined condition is satisfied: resulting disqualification.","Source-defined condition is not satisfied: resulting disqualification.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000540","US-CM-000274","AUTHORIZED-ACTOR","cm_000274_congress_as_removal_actor == TRUE","Source-defined condition is satisfied: Congress as removal actor.","Source-defined condition is not satisfied: Congress as removal actor.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000541","US-CM-000274","THRESHOLD","cm_000274_two_thirds_vote_of_each_house == TRUE","Source-defined condition is satisfied: two-thirds vote of each House.","Source-defined condition is not satisfied: two-thirds vote of each House.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000542","US-CM-000275","PROHIBITION","cm_000275_covered_united_states_public_debt_authorized_by_law == TRUE","Source-defined condition is satisfied: covered United States public debt authorized by law.","Source-defined condition is not satisfied: covered United States public debt authorized by law.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000543","US-CM-000275","PROHIBITION","cm_000275_validity_shall_not_be_questioned == TRUE","Source-defined condition is satisfied: validity shall not be questioned.","Source-defined condition is not satisfied: validity shall not be questioned.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000544","US-CM-000276","AUTHORIZED-ACTOR","cm_000276_united_states_or_state_actor == TRUE","Source-defined condition is satisfied: United States-or-State actor.","Source-defined condition is not satisfied: United States-or-State actor.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000545","US-CM-000276","PROHIBITION","cm_000276_debt_obligation_incurred_in_aid_of_insurrection_or_rebellion_may_not_b == TRUE","Source-defined condition is satisfied: debt/obligation incurred in aid of insurrection or rebellion may not be assumed or paid.","Source-defined condition is not satisfied: debt/obligation incurred in aid of insurrection or rebellion may not be assumed or paid.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000546","US-CM-000277","PROHIBITION","cm_000277_covered_loss_emancipation_claim == TRUE","Source-defined condition is satisfied: covered loss/emancipation claim.","Source-defined condition is not satisfied: covered loss/emancipation claim.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000547","US-CM-000277","PROHIBITION","cm_000277_debts_obligations_claims_held_illegal_and_void == TRUE","Source-defined condition is satisfied: debts/obligations/claims held illegal and void.","Source-defined condition is not satisfied: debts/obligations/claims held illegal and void.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000548","US-CM-000278","AUTHORIZED-ACTOR","cm_000278_congressional_enforcement_authority == TRUE","Source-defined condition is satisfied: Congressional enforcement authority.","Source-defined condition is not satisfied: Congressional enforcement authority.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000549","US-CM-000278","SCOPED-CONDITION","cm_000278_appropriate_legislation_limitation == TRUE","Source-defined condition is satisfied: appropriate-legislation limitation.","Source-defined condition is not satisfied: appropriate-legislation limitation.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000550","US-CM-000279","QUALIFICATION-STATUS","cm_000279_citizen_voting_right == TRUE","Source-defined condition is satisfied: citizen voting right.","Source-defined condition is not satisfied: citizen voting right.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000551","US-CM-000279","AUTHORIZED-ACTOR","cm_000279_united_states_or_state_actor == TRUE","Source-defined condition is satisfied: United States-or-State actor.","Source-defined condition is not satisfied: United States-or-State actor.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000552","US-CM-000279","PROHIBITION","cm_000279_race_color_previous_servitude_prohibited_basis == TRUE","Source-defined condition is satisfied: race/color/previous-servitude prohibited basis.","Source-defined condition is not satisfied: race/color/previous-servitude prohibited basis.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000553","US-CM-000280","AUTHORIZED-ACTOR","cm_000280_congressional_enforcement_authority == TRUE","Source-defined condition is satisfied: Congressional enforcement authority.","Source-defined condition is not satisfied: Congressional enforcement authority.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000554","US-CM-000280","SCOPED-CONDITION","cm_000280_appropriate_legislation_limitation == TRUE","Source-defined condition is satisfied: appropriate-legislation limitation.","Source-defined condition is not satisfied: appropriate-legislation limitation.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000555","US-CM-000281","SCOPED-CONDITION","cm_000281_income_tax_authority == TRUE","Source-defined condition is satisfied: income-tax authority.","Source-defined condition is not satisfied: income-tax authority.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000556","US-CM-000281","SCOPED-CONDITION","cm_000281_income_from_whatever_source == TRUE","Source-defined condition is satisfied: income from whatever source.","Source-defined condition is not satisfied: income from whatever source.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000557","US-CM-000281","SCOPED-CONDITION","cm_000281_no_apportionment_requirement == TRUE","Source-defined condition is satisfied: no apportionment requirement.","Source-defined condition is not satisfied: no apportionment requirement.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000558","US-CM-000281","SCOPED-CONDITION","cm_000281_no_census_enumeration_condition == TRUE","Source-defined condition is satisfied: no census/enumeration condition.","Source-defined condition is not satisfied: no census/enumeration condition.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000559","US-CM-000282","AUTHORITY-SEPARATION","cm_000282_senate_composition_by_states == TRUE","Source-defined condition is satisfied: Senate composition by States.","Source-defined condition is not satisfied: Senate composition by States.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000560","US-CM-000282","AUTHORITY-SEPARATION","cm_000282_two_senators_per_state == TRUE","Source-defined condition is satisfied: two Senators per State.","Source-defined condition is not satisfied: two Senators per State.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000561","US-CM-000283","AUTHORITY-SOURCE","cm_000283_elected_by_the_people_thereof == TRUE","Source-defined condition is satisfied: elected by the people thereof.","Source-defined condition is not satisfied: elected by the people thereof.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000562","US-CM-000284","SCOPED-CONDITION","cm_000284_for_six_years == TRUE","Source-defined condition is satisfied: for six years.","Source-defined condition is not satisfied: for six years.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000563","US-CM-000285","AUTHORITY-SEPARATION","cm_000285_and_each_senator_shall_have_one_vote == TRUE","Source-defined condition is satisfied: and each Senator shall have one vote.","Source-defined condition is not satisfied: and each Senator shall have one vote.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000564","US-CM-000286","SCOPED-CONDITION","cm_000286_state_elector_population == TRUE","Source-defined condition is satisfied: State elector population.","Source-defined condition is not satisfied: State elector population.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000565","US-CM-000286","QUALIFICATION-STATUS","cm_000286_qualifications_tied_to_most_numerous_branch_of_state_legislature == TRUE","Source-defined condition is satisfied: qualifications tied to most numerous branch of State legislature.","Source-defined condition is not satisfied: qualifications tied to most numerous branch of State legislature.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000566","US-CM-000287","TEMPORAL-CONDITION","cm_000287_senate_vacancy_trigger == TRUE","Source-defined condition is satisfied: Senate-vacancy trigger.","Source-defined condition is not satisfied: Senate-vacancy trigger.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000567","US-CM-000287","AUTHORIZED-ACTOR","cm_000287_state_executive_as_actor == TRUE","Source-defined condition is satisfied: State executive as actor.","Source-defined condition is not satisfied: State executive as actor.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000568","US-CM-000287","AUTHORITY-SOURCE","cm_000287_writ_of_election_duty == TRUE","Source-defined condition is satisfied: writ-of-election duty.","Source-defined condition is not satisfied: writ-of-election duty.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000569","US-CM-000288","AUTHORIZED-ACTOR","cm_000288_state_legislature_empowerment == TRUE","Source-defined condition is satisfied: State legislature empowerment.","Source-defined condition is not satisfied: State legislature empowerment.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000570","US-CM-000288","SCOPED-CONDITION","cm_000288_executive_temporary_appointment_authority == TRUE","Source-defined condition is satisfied: executive temporary-appointment authority.","Source-defined condition is not satisfied: executive temporary-appointment authority.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000571","US-CM-000288","TEMPORAL-CONDITION","cm_000288_temporary_duration_until_popular_election == TRUE","Source-defined condition is satisfied: temporary duration until popular election.","Source-defined condition is not satisfied: temporary duration until popular election.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000572","US-CM-000288","PROCEDURAL-PREREQUISITE","cm_000288_election_conducted_as_legislature_directs == TRUE","Source-defined condition is satisfied: election conducted as legislature directs.","Source-defined condition is not satisfied: election conducted as legislature directs.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000573","US-CM-000289","QUALIFICATION-STATUS","cm_000289_pre_validity_senator_election_term_status == TRUE","Source-defined condition is satisfied: pre-validity Senator election/term status.","Source-defined condition is not satisfied: pre-validity Senator election/term status.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000574","US-CM-000289","CONTROLLED-MUTATION","cm_000289_amendment_non_effect_on_that_election_or_term == TRUE","Source-defined condition is satisfied: amendment non-effect on that election or term.","Source-defined condition is not satisfied: amendment non-effect on that election or term.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000575","US-CM-000290","CONTROLLED-MUTATION","cm_000290_one_year_after_ratification_trigger == TRUE","Source-defined condition is satisfied: one-year-after-ratification trigger.","Source-defined condition is not satisfied: one-year-after-ratification trigger.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000576","US-CM-000290","PROHIBITION","cm_000290_covered_liquor_operations == TRUE","Source-defined condition is satisfied: covered liquor operations.","Source-defined condition is not satisfied: covered liquor operations.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000577","US-CM-000290","JURISDICTION","cm_000290_covered_united_states_territory_jurisdiction == TRUE","Source-defined condition is satisfied: covered United States/territory jurisdiction.","Source-defined condition is not satisfied: covered United States/territory jurisdiction.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000578","US-CM-000290","PROHIBITION","cm_000290_beverage_purpose_limitation == TRUE","Source-defined condition is satisfied: beverage-purpose limitation.","Source-defined condition is not satisfied: beverage-purpose limitation.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000579","US-CM-000291","AUTHORIZED-ACTOR","cm_000291_congress_and_several_states_as_concurrent_actors == TRUE","Source-defined condition is satisfied: Congress and several States as concurrent actors.","Source-defined condition is not satisfied: Congress and several States as concurrent actors.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000580","US-CM-000291","SCOPED-CONDITION","cm_000291_enforcement_of_article == TRUE","Source-defined condition is satisfied: enforcement of article.","Source-defined condition is not satisfied: enforcement of article.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000581","US-CM-000291","SCOPED-CONDITION","cm_000291_appropriate_legislation_limitation == TRUE","Source-defined condition is satisfied: appropriate-legislation limitation.","Source-defined condition is not satisfied: appropriate-legislation limitation.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000582","US-CM-000292","CONTROLLED-MUTATION","cm_000292_inoperative_unless_ratified_condition == TRUE","Source-defined condition is satisfied: inoperative-unless-ratified condition.","Source-defined condition is not satisfied: inoperative-unless-ratified condition.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000583","US-CM-000292","CONTROLLED-MUTATION","cm_000292_state_legislature_ratification_mode == TRUE","Source-defined condition is satisfied: State-legislature ratification mode.","Source-defined condition is not satisfied: State-legislature ratification mode.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000584","US-CM-000292","CONTROLLED-MUTATION","cm_000292_constitutional_ratification_framework == TRUE","Source-defined condition is satisfied: constitutional ratification framework.","Source-defined condition is not satisfied: constitutional ratification framework.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000585","US-CM-000292","TEMPORAL-CONDITION","cm_000292_seven_year_deadline_from_submission == TRUE","Source-defined condition is satisfied: seven-year deadline from submission.","Source-defined condition is not satisfied: seven-year deadline from submission.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000586","US-CM-000293","QUALIFICATION-STATUS","cm_000293_citizen_voting_right == TRUE","Source-defined condition is satisfied: citizen voting right.","Source-defined condition is not satisfied: citizen voting right.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000587","US-CM-000293","AUTHORIZED-ACTOR","cm_000293_united_states_or_state_actor == TRUE","Source-defined condition is satisfied: United States-or-State actor.","Source-defined condition is not satisfied: United States-or-State actor.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000588","US-CM-000293","PROHIBITION","cm_000293_sex_prohibited_basis == TRUE","Source-defined condition is satisfied: sex prohibited basis.","Source-defined condition is not satisfied: sex prohibited basis.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000589","US-CM-000294","AUTHORIZED-ACTOR","cm_000294_congressional_enforcement_authority == TRUE","Source-defined condition is satisfied: Congressional enforcement authority.","Source-defined condition is not satisfied: Congressional enforcement authority.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000590","US-CM-000294","SCOPED-CONDITION","cm_000294_appropriate_legislation_limitation == TRUE","Source-defined condition is satisfied: appropriate-legislation limitation.","Source-defined condition is not satisfied: appropriate-legislation limitation.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000591","US-CM-000295","TEMPORAL-CONDITION","cm_000295_president_and_vice_president_term_endpoint == TRUE","Source-defined condition is satisfied: President-and-Vice-President term endpoint.","Source-defined condition is not satisfied: President-and-Vice-President term endpoint.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000592","US-CM-000295","TEMPORAL-CONDITION","cm_000295_noon_on_january_20_temporal_boundary == TRUE","Source-defined condition is satisfied: noon on January 20 temporal boundary.","Source-defined condition is not satisfied: noon on January 20 temporal boundary.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000593","US-CM-000296","TEMPORAL-CONDITION","cm_000296_senator_and_representative_term_endpoint == TRUE","Source-defined condition is satisfied: Senator-and-Representative term endpoint.","Source-defined condition is not satisfied: Senator-and-Representative term endpoint.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000594","US-CM-000296","TEMPORAL-CONDITION","cm_000296_noon_on_january_3 == TRUE","Source-defined condition is satisfied: noon on January 3.","Source-defined condition is not satisfied: noon on January 3.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000595","US-CM-000296","CONTROLLED-MUTATION","cm_000296_applies_in_years_terms_otherwise_would_have_ended == TRUE","Source-defined condition is satisfied: applies in years terms otherwise would have ended.","Source-defined condition is not satisfied: applies in years terms otherwise would have ended.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000596","US-CM-000297","CONTROLLED-MUTATION","cm_000297_and_the_terms_of_their_successors_shall_then_begin == TRUE","Source-defined condition is satisfied: and the terms of their successors shall then begin.","Source-defined condition is not satisfied: and the terms of their successors shall then begin.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000597","US-CM-000298","SCOPED-CONDITION","cm_000298_congress_assembly_duty == TRUE","Source-defined condition is satisfied: Congress assembly duty.","Source-defined condition is not satisfied: Congress assembly duty.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000598","US-CM-000298","SCOPED-CONDITION","cm_000298_at_least_once_each_year_frequency == TRUE","Source-defined condition is satisfied: at-least-once-each-year frequency.","Source-defined condition is not satisfied: at-least-once-each-year frequency.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000599","US-CM-000299","TEMPORAL-CONDITION","cm_000299_default_meeting_time_noon_january_3 == TRUE","Source-defined condition is satisfied: default meeting time noon January 3.","Source-defined condition is not satisfied: default meeting time noon January 3.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000600","US-CM-000299","SCOPED-CONDITION","cm_000299_congress_may_set_different_day_by_law == TRUE","Source-defined condition is satisfied: Congress may set different day by law.","Source-defined condition is not satisfied: Congress may set different day by law.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000601","US-CM-000299","EXCEPTION","cm_000299_statutory_exception_controls_departure_from_default == TRUE","Source-defined condition is satisfied: statutory exception controls departure from default.","Source-defined condition is not satisfied: statutory exception controls departure from default.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000602","US-CM-000300","TEMPORAL-CONDITION","cm_000300_president_elect_death_trigger_at_term_start == TRUE","Source-defined condition is satisfied: President-elect death trigger at term start.","Source-defined condition is not satisfied: President-elect death trigger at term start.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000603","US-CM-000300","AUTHORITY-SOURCE","cm_000300_vice_president_elect_identity == TRUE","Source-defined condition is satisfied: Vice-President-elect identity.","Source-defined condition is not satisfied: Vice-President-elect identity.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000604","US-CM-000300","AUTHORITY-SOURCE","cm_000300_succession_to_president == TRUE","Source-defined condition is satisfied: succession to President.","Source-defined condition is not satisfied: succession to President.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000605","US-CM-000301","TEMPORAL-CONDITION","cm_000301_no_president_chosen_or_president_elect_failed_to_qualify_trigger == TRUE","Source-defined condition is satisfied: no-President-chosen or President-elect-failed-to-qualify trigger.","Source-defined condition is not satisfied: no-President-chosen or President-elect-failed-to-qualify trigger.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000606","US-CM-000301","AUTHORITY-SOURCE","cm_000301_vice_president_elect_acts_as_president == TRUE","Source-defined condition is satisfied: Vice-President-elect acts as President.","Source-defined condition is not satisfied: Vice-President-elect acts as President.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000607","US-CM-000301","TEMPORAL-CONDITION","cm_000301_acting_period_lasts_until_president_qualifies == TRUE","Source-defined condition is satisfied: acting period lasts until President qualifies.","Source-defined condition is not satisfied: acting period lasts until President qualifies.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000608","US-CM-000302","TEMPORAL-CONDITION","cm_000302_neither_president_elect_nor_vice_president_elect_qualified_trigger == TRUE","Source-defined condition is satisfied: neither President-elect nor Vice-President-elect qualified trigger.","Source-defined condition is not satisfied: neither President-elect nor Vice-President-elect qualified trigger.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000609","US-CM-000302","AUTHORIZED-ACTOR","cm_000302_congress_acts_by_law == TRUE","Source-defined condition is satisfied: Congress acts by law.","Source-defined condition is not satisfied: Congress acts by law.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
