"mechanism_id","source_clause_id","mechanism_family","normalized_mechanism","negative_condition","jurisdiction_scope","orynth_mapping_status","correspondence_grade","notes"
"US-CM-000090","US-CONST-ATOM-000090","F5","Congress was prohibited from banning the identified migration or importation before the year 1808.","Congressional prohibition of the identified migration or importation before the stated date was constitutionally barred by this source.","UNITED-STATES/CONGRESS/MIGRATION-IMPORTATION/PRE-1808","UNASSESSED","UNASSESSED","Historical temporal prohibition; current_effect=UNASSESSED."
"US-CM-000091","US-CONST-ATOM-000091","F3","Congress was permitted to impose a tax or duty on the identified importation, capped at ten dollars for each person.","The tax or duty authorized by this clause could not exceed the stated per-person maximum.","UNITED-STATES/CONGRESS/MIGRATION-IMPORTATION/TAX","UNASSESSED","UNASSESSED","Historical scoped fiscal authority with explicit cap."
"US-CM-000092","US-CONST-ATOM-000092","F5","The privilege of the writ of habeas corpus may not be suspended except when rebellion or invasion and public safety satisfy the stated exception.","Suspension is prohibited absent the source's rebellion-or-invasion and public-safety conditions.","UNITED-STATES/HABEAS-CORPUS","UNASSESSED","UNASSESSED","Explicit prohibition with narrow activation exception."
"US-CM-000093","US-CONST-ATOM-000093","F5","Bills of attainder and ex post facto laws may not be passed.","Passage of either identified form of law is constitutionally prohibited.","UNITED-STATES/FEDERAL/LEGISLATIVE-PROHIBITIONS","UNASSESSED","UNASSESSED","Explicit legislative prohibition."
"US-CM-000094","US-CONST-ATOM-000094","F5","A capitation or other direct tax may not be laid except in proportion to the census or enumeration identified by the Constitution.","A direct tax not apportioned according to the stated census or enumeration rule is prohibited by this source.","UNITED-STATES/FEDERAL/DIRECT-TAX","UNASSESSED","UNASSESSED","Source contains editorial marker; supersession_status=UNASSESSED."
"US-CM-000095","US-CONST-ATOM-000095","F5","No tax or duty may be laid on articles exported from any State.","Federal taxation of State exports is prohibited by this source clause.","UNITED-STATES/FEDERAL/STATE-EXPORTS","UNASSESSED","UNASSESSED","Explicit negative fiscal constraint."
"US-CM-000096","US-CONST-ATOM-000096","F5","Commerce or revenue regulation may not give preference to the ports of one State over those of another.","Port preference among States through commerce or revenue regulation is prohibited.","UNITED-STATES/FEDERAL/PORT-NONPREFERENCE","UNASSESSED","UNASSESSED","Explicit interstate nonpreference constraint."
"US-CM-000097","US-CONST-ATOM-000097","F5","Vessels bound to or from one State may not be required to enter, clear, or pay duties in another State.","The identified interstate vessel burdens are constitutionally prohibited.","UNITED-STATES/FEDERAL/INTERSTATE-VESSELS","UNASSESSED","UNASSESSED","Explicit interstate commerce constraint."
"US-CM-000098","US-CONST-ATOM-000098","F5","Money may not be drawn from the Treasury except pursuant to appropriations made by law.","Treasury disbursement without a lawful appropriation is prohibited.","UNITED-STATES/TREASURY/APPROPRIATIONS","UNASSESSED","UNASSESSED","Explicit lawful-appropriation prerequisite."
"US-CM-000099","US-CONST-ATOM-000099","F3","A regular statement and account of receipts and expenditures of public money must be published from time to time.","The public-finance publication duty established by this clause is not satisfied by omitting the required statement and account.","UNITED-STATES/PUBLIC-FINANCE/ACCOUNTING","UNASSESSED","UNASSESSED","Procedural transparency duty."
"US-CM-000100","US-CONST-ATOM-000100","F5","The United States may not grant a title of nobility.","Granting a title of nobility by the United States is prohibited.","UNITED-STATES/FEDERAL/TITLES-NOBILITY","UNASSESSED","UNASSESSED","Explicit prohibition."
"US-CM-000101","US-CONST-ATOM-000101","F5","A person holding an office of profit or trust under the United States may not accept a present, emolument, office, or title from a foreign sovereign or State without congressional consent.","Acceptance of the identified foreign benefit without congressional consent is prohibited.","UNITED-STATES/FEDERAL-OFFICERS/FOREIGN-BENEFITS","UNASSESSED","UNASSESSED","Prohibition with congressional-consent exception."
"US-CM-000102","US-CONST-ATOM-000102","F5","A State may not enter into a treaty, alliance, or confederation.","State entry into the identified international agreements is constitutionally prohibited.","UNITED-STATES/STATES/TREATIES-ALLIANCES-CONFEDERATIONS","UNASSESSED","UNASSESSED","State-power prohibition."
"US-CM-000103","US-CONST-ATOM-000103","F5","A State may not grant Letters of Marque and Reprisal.","State issuance of Letters of Marque and Reprisal is prohibited.","UNITED-STATES/STATES/MARQUE-REPRISAL","UNASSESSED","UNASSESSED","Carries forward the governing 'No State shall' language from the source parent."
"US-CM-000104","US-CONST-ATOM-000104","F5","A State may not coin money.","State coinage is constitutionally prohibited.","UNITED-STATES/STATES/COINAGE","UNASSESSED","UNASSESSED","Carries forward the governing 'No State shall' language from the source parent."
"US-CM-000105","US-CONST-ATOM-000105","F5","A State may not emit bills of credit.","State issuance of bills of credit is constitutionally prohibited.","UNITED-STATES/STATES/BILLS-OF-CREDIT","UNASSESSED","UNASSESSED","Carries forward the governing 'No State shall' language from the source parent."
"US-CM-000106","US-CONST-ATOM-000106","F5","A State may not make anything other than gold and silver coin a tender in payment of debts.","State designation of a debt-payment tender outside gold and silver coin is prohibited by this source.","UNITED-STATES/STATES/LEGAL-TENDER","UNASSESSED","UNASSESSED","Carries forward the governing 'No State shall' language from the source parent."
"US-CM-000107","US-CONST-ATOM-000107","F5","A State may not pass a bill of attainder.","State passage of a bill of attainder is constitutionally prohibited.","UNITED-STATES/STATES/BILL-OF-ATTAINDER","UNASSESSED","UNASSESSED","Carries forward the governing 'No State shall' language from the source parent."
"US-CM-000108","US-CONST-ATOM-000108","F5","A State may not pass an ex post facto law.","State passage of an ex post facto law is constitutionally prohibited.","UNITED-STATES/STATES/EX-POST-FACTO","UNASSESSED","UNASSESSED","Carries forward the governing 'No State shall' language from the source parent."
"US-CM-000109","US-CONST-ATOM-000109","F5","A State may not pass a law impairing the obligation of contracts.","State legislation impairing contractual obligations is prohibited by this source clause.","UNITED-STATES/STATES/CONTRACT-OBLIGATIONS","UNASSESSED","UNASSESSED","Carries forward the governing 'No State shall' language from the source parent."
"US-CM-000110","US-CONST-ATOM-000110","F5","A State may not grant a title of nobility.","State grant of a title of nobility is constitutionally prohibited.","UNITED-STATES/STATES/TITLES-NOBILITY","UNASSESSED","UNASSESSED","Carries forward the governing 'No State shall' language from the source parent."
"US-CM-000111","US-CONST-ATOM-000111","F5","A State may not lay imposts or duties on imports or exports without congressional consent, except amounts absolutely necessary for executing its inspection laws.","State import or export imposts and duties outside the stated congressional-consent or inspection-law exception are prohibited.","UNITED-STATES/STATES/IMPORT-EXPORT-DUTIES","UNASSESSED","UNASSESSED","Explicit prohibition with congressional-consent and inspection-law exceptions; displayed packet encoding does not authorize source-text mutation."
"US-CM-000112","US-CONST-ATOM-000112","F3","The net proceeds of State duties and imposts on imports or exports are directed to the Treasury of the United States.","The source does not authorize diversion of the identified net proceeds from the stated Treasury destination.","UNITED-STATES/STATES/IMPORT-EXPORT-DUTIES/PROCEEDS","UNASSESSED","UNASSESSED","Mandatory constitutional effect attached to the permitted State impost framework."
"US-CM-000113","US-CONST-ATOM-000113","F2","State laws enacted within the import-export impost framework remain subject to revision and control by Congress.","State enactment under this framework does not become constitutionally insulated from the separate congressional revision-and-control authority.","UNITED-STATES/FEDERAL-STATE/IMPORT-EXPORT-LAW-REVIEW","UNASSESSED","UNASSESSED","Primary family AUTHORITY-SEPARATION; State enactment authority remains distinct from congressional revision authority."
"US-CM-000114","US-CONST-ATOM-000114","F5","A State may not lay a duty of tonnage without congressional consent.","State tonnage duties absent congressional consent are prohibited.","UNITED-STATES/STATES/TONNAGE-DUTIES","UNASSESSED","UNASSESSED","Consent-conditioned State prohibition."
"US-CM-000115","US-CONST-ATOM-000115","F5","A State may not keep troops or ships of war in time of peace without congressional consent.","State maintenance of troops or ships of war during peace without congressional consent is prohibited.","UNITED-STATES/STATES/PEACETIME-MILITARY-FORCES","UNASSESSED","UNASSESSED","Carries forward the governing congressional-consent condition from the parent clause."
"US-CM-000116","US-CONST-ATOM-000116","F5","A State may not enter into an agreement or compact with another State or a foreign power without congressional consent.","State entry into the identified agreements or compacts absent congressional consent is prohibited.","UNITED-STATES/STATES/COMPACTS","UNASSESSED","UNASSESSED","Carries forward the governing congressional-consent condition from the parent clause."
"US-CM-000117","US-CONST-ATOM-000117","F5","A State may not engage in war without congressional consent except when actually invaded or facing imminent danger that does not admit delay.","State engagement in war outside congressional consent or the stated emergency exception is prohibited.","UNITED-STATES/STATES/WAR","UNASSESSED","UNASSESSED","Prohibition with actual-invasion and imminent-danger exceptions."
"US-CM-000118","US-CONST-ATOM-000118","F1","The executive power is vested in the President of the United States.","Federal executive authority is not established by this clause in an unidentified or different principal.","UNITED-STATES/FEDERAL/EXECUTIVE","UNASSESSED","UNASSESSED","Direct constitutional authority vesting."
"US-CM-000119","US-CONST-ATOM-000119","F3","The President serves a four-year term and the Vice President is chosen for the same term under the election procedure stated in the source.","The offices and term established by this clause remain bounded by the stated duration and election structure.","UNITED-STATES/PRESIDENT-VICE-PRESIDENT/TERM","UNASSESSED","UNASSESSED","Original Article II text; supersession_status=UNASSESSED."
"US-CM-000120","US-CONST-ATOM-000120","F6","Each State appoints electors in the manner directed by its legislature, with the number equal to that State's total Senators and Representatives in Congress.","Elector appointment authority under this clause operates within each State and is bounded by the stated numerical allocation.","UNITED-STATES/STATES/PRESIDENTIAL-ELECTORS","UNASSESSED","UNASSESSED","State-jurisdiction electoral authority; supersession_status=UNASSESSED."
"US-CM-000121","US-CONST-ATOM-000121","F5","A Senator, Representative, or person holding an office of trust or profit under the United States may not be appointed an elector.","Appointment of a constitutionally excluded federal officeholder as an elector is prohibited.","UNITED-STATES/PRESIDENTIAL-ELECTORS/INELIGIBILITY","UNASSESSED","UNASSESSED","Explicit elector eligibility prohibition."
"US-CM-000122","US-CONST-ATOM-000122","F3","Electors meet in their respective States and vote by ballot for two persons, at least one of whom must not inhabit the same State as the electors.","The original electoral procedure is not satisfied where its stated meeting, ballot, or inhabitancy condition is absent.","UNITED-STATES/STATES/PRESIDENTIAL-ELECTOR-PROCEDURE","UNASSESSED","UNASSESSED","Original Article II electoral procedure; supersession_status=UNASSESSED."
"US-CM-000123","US-CONST-ATOM-000123","F3","Electors must create a list identifying all persons voted for and the number of votes received by each.","The electoral record required by this clause is incomplete if candidates or vote counts are omitted.","UNITED-STATES/PRESIDENTIAL-ELECTORS/VOTE-LIST","UNASSESSED","UNASSESSED","Original Article II electoral evidence procedure; supersession_status=UNASSESSED."
"US-CM-000124","US-CONST-ATOM-000124","F3","Electors must sign, certify, seal, and transmit their vote list to the seat of the United States Government addressed to the President of the Senate.","The transmission procedure established by this clause is not satisfied without the identified certification, sealing, destination, and addressee requirements.","UNITED-STATES/PRESIDENTIAL-ELECTORS/CERTIFICATION-TRANSMISSION","UNASSESSED","UNASSESSED","Original Article II electoral evidence chain; supersession_status=UNASSESSED."
"US-CM-000125","US-CONST-ATOM-000125","F4","The President of the Senate opens the electoral certificates in the presence of the Senate and House of Representatives.","The certificate-opening procedure established by this clause is not satisfied outside the required bicameral presence.","UNITED-STATES/PRESIDENTIAL-ELECTION/CERTIFICATE-OPENING","UNASSESSED","UNASSESSED","Multi-actor procedural requirement; supersession_status=UNASSESSED."
"US-CM-000126","US-CONST-ATOM-000126","F3","After the electoral certificates are opened, the votes are counted.","The electoral procedure established by this source does not omit the vote-counting stage.","UNITED-STATES/PRESIDENTIAL-ELECTION/VOTE-COUNT","UNASSESSED","UNASSESSED","Original Article II count procedure; supersession_status=UNASSESSED."
"US-CM-000127","US-CONST-ATOM-000127","F4","Under the original electoral rule, the person with the greatest number of votes becomes President only if that number is a majority of the whole number of electors appointed.","Presidential selection under this clause is not established without the stated majority threshold.","UNITED-STATES/PRESIDENTIAL-ELECTION/MAJORITY","UNASSESSED","UNASSESSED","Explicit collective threshold; original Article II text; supersession_status=UNASSESSED."
"US-CM-000128","US-CONST-ATOM-000128","F3","If multiple persons have both an electoral majority and an equal number of votes, the House of Representatives immediately chooses one of them for President by ballot.","The contingent House selection authority established here is triggered only by the stated majority-and-tie condition.","UNITED-STATES/HOUSE/CONTINGENT-PRESIDENTIAL-ELECTION","UNASSESSED","UNASSESSED","Original Article II contingent-election rule; supersession_status=UNASSESSED."
"US-CM-000129","US-CONST-ATOM-000129","F3","If no person receives an electoral majority, the House chooses the President from the five highest persons on the list under the original procedure.","The contingent House authority established here is triggered only by absence of an electoral majority and is bounded to the identified candidate set.","UNITED-STATES/HOUSE/CONTINGENT-PRESIDENTIAL-ELECTION","UNASSESSED","UNASSESSED","Original Article II contingent-election rule; supersession_status=UNASSESSED."
"US-CM-000130","US-CONST-ATOM-000130","F3","In a contingent presidential choice by the House, votes are taken by States and each State representation has one vote.","The voting method established by this clause does not assign House contingent-election votes by individual member.","UNITED-STATES/HOUSE/CONTINGENT-PRESIDENTIAL-ELECTION/VOTE-METHOD","UNASSESSED","UNASSESSED","Original Article II State-unit voting procedure; supersession_status=UNASSESSED."
"US-CM-000131","US-CONST-ATOM-000131","F4","A quorum for the House's contingent presidential choice requires representation from two thirds of the States.","The contingent presidential choice is not procedurally constituted below the stated two-thirds-of-States quorum.","UNITED-STATES/HOUSE/CONTINGENT-PRESIDENTIAL-ELECTION/QUORUM","UNASSESSED","UNASSESSED","Explicit participation threshold; supersession_status=UNASSESSED."
"US-CM-000132","US-CONST-ATOM-000132","F4","A majority of all States is required for the House to make a contingent choice of President.","A contingent presidential choice is not established below the stated majority-of-all-States threshold.","UNITED-STATES/HOUSE/CONTINGENT-PRESIDENTIAL-ELECTION/CHOICE","UNASSESSED","UNASSESSED","Explicit concurrence threshold; supersession_status=UNASSESSED."
"US-CM-000133","US-CONST-ATOM-000133","F3","Under the original electoral rule, after selection of the President, the person with the greatest number of electoral votes becomes Vice President.","The Vice-Presidential result under this source is bounded to the stated original ranking rule.","UNITED-STATES/VICE-PRESIDENTIAL-ELECTION","UNASSESSED","UNASSESSED","Original Article II text; supersession_status=UNASSESSED."
"US-CM-000134","US-CONST-ATOM-000134","F3","If two or more persons remain tied for Vice President under the original electoral procedure, the Senate chooses the Vice President from them by ballot.","The Senate contingent-selection authority established here is triggered only by the stated Vice-Presidential tie condition.","UNITED-STATES/SENATE/CONTINGENT-VICE-PRESIDENTIAL-ELECTION","UNASSESSED","UNASSESSED","Original Article II text; source contains editorial marker; supersession_status=UNASSESSED."
"US-CM-000135","US-CONST-ATOM-000135","F3","Congress may determine the time for choosing presidential electors.","The temporal authority established by this clause is bounded to determination of the elector-selection time.","UNITED-STATES/CONGRESS/PRESIDENTIAL-ELECTION/TIMING","UNASSESSED","UNASSESSED","Enumerated election-timing authority."
"US-CM-000136","US-CONST-ATOM-000136","F3","Congress may determine the day on which presidential electors cast their votes.","The temporal authority established by this clause is bounded to determination of the elector-voting day.","UNITED-STATES/CONGRESS/PRESIDENTIAL-ELECTION/VOTING-DAY","UNASSESSED","UNASSESSED","Enumerated election-timing authority."
"US-CM-000137","US-CONST-ATOM-000137","F5","The elector-voting day determined under the source rule must be the same throughout the United States.","Different elector-voting days among States are inconsistent with the uniformity constraint stated in this clause.","UNITED-STATES/PRESIDENTIAL-ELECTION/UNIFORM-DAY","UNASSESSED","UNASSESSED","Nationwide temporal uniformity constraint."
"US-CM-000138","US-CONST-ATOM-000138","F3","Eligibility for the Presidency is bounded by the citizenship qualification stated in the source.","A person outside the stated citizenship qualification is not eligible to the Presidency under this clause.","UNITED-STATES/PRESIDENT/ELIGIBILITY/CITIZENSHIP","UNASSESSED","UNASSESSED","Text-only qualification normalization; no doctrine added."
"US-CM-000139","US-CONST-ATOM-000139","F3","Eligibility for the Presidency is bounded by a minimum age of thirty-five years and fourteen years of residence within the United States.","A person failing either stated age or residence qualification is not eligible under this clause.","UNITED-STATES/PRESIDENT/ELIGIBILITY/AGE-RESIDENCE","UNASSESSED","UNASSESSED","Text-only presidential qualification."
"US-CM-000140","US-CONST-ATOM-000140","F1","Upon presidential removal, death, resignation, or inability, the powers and duties of the office devolve on the Vice President under the source rule.","Presidential authority does not devolve to the Vice President under this clause absent one of the stated triggering conditions.","UNITED-STATES/PRESIDENTIAL-SUCCESSION/VICE-PRESIDENT","UNASSESSED","UNASSESSED","Conditional authority vesting; original Article II text; supersession_status=UNASSESSED."
"US-CM-000141","US-CONST-ATOM-000141","F3","Congress may by law provide for simultaneous presidential and vice-presidential removal, death, resignation, or inability by declaring which officer acts as President until the stated terminating condition.","Congressional succession authority under this clause is bounded to the stated dual-vacancy or inability conditions and temporary acting period.","UNITED-STATES/CONGRESS/PRESIDENTIAL-SUCCESSION","UNASSESSED","UNASSESSED","Original Article II succession text; source contains editorial marker; supersession_status=UNASSESSED."
"US-CM-000142","US-CONST-ATOM-000142","F3","The President is entitled to receive compensation for presidential services at stated times.","Presidential compensation under this clause is tied to the identified office and services.","UNITED-STATES/PRESIDENT/COMPENSATION","UNASSESSED","UNASSESSED","Compensation entitlement."
"US-CM-000143","US-CONST-ATOM-000143","F5","Presidential compensation may neither be increased nor diminished during the elected term.","An increase or decrease in presidential compensation during the elected term is prohibited by this source.","UNITED-STATES/PRESIDENT/COMPENSATION/TERM-PROTECTION","UNASSESSED","UNASSESSED","Explicit temporal compensation constraint."
"US-CM-000144","US-CONST-ATOM-000144","F5","During the elected term, the President may not receive any other emolument from the United States or any State.","Receipt of another covered federal or State emolument during the presidential term is prohibited.","UNITED-STATES/PRESIDENT/OTHER-EMOLUMENTS","UNASSESSED","UNASSESSED","Explicit officeholder-emolument prohibition."
"US-CM-000145","US-CONST-ATOM-000145","F3","Before entering upon execution of the presidential office, the President must take the constitutionally prescribed oath or affirmation.","Execution of the presidential office under this source is not procedurally complete before the prescribed oath or affirmation is taken.","UNITED-STATES/PRESIDENT/OATH","UNASSESSED","UNASSESSED","Pre-execution constitutional condition; packet display encoding does not authorize source mutation."
"US-CM-000146","US-CONST-ATOM-000146","F3","The President serves as Commander in Chief of the Army and Navy and of State Militia when the Militia is called into actual service of the United States.","Commander-in-Chief authority over State Militia under this clause does not attach outside the stated federal-service condition.","UNITED-STATES/PRESIDENT/COMMANDER-IN-CHIEF","UNASSESSED","UNASSESSED","Enumerated executive military authority with Militia activation condition."
"US-CM-000147","US-CONST-ATOM-000147","F3","The President may require written opinions from principal executive-department officers on subjects relating to the duties of their respective offices.","The written-opinion authority established by this clause is bounded to principal executive officers and subjects related to their official duties.","UNITED-STATES/PRESIDENT/EXECUTIVE-DEPARTMENT-OPINIONS","UNASSESSED","UNASSESSED","Scoped executive information authority."
"US-CM-000148","US-CONST-ATOM-000148","F3","The President may grant reprieves and pardons for offenses against the United States except in cases of impeachment.","The pardon authority established by this clause does not extend to impeachment cases or offenses outside the stated United States domain.","UNITED-STATES/PRESIDENT/PARDON","UNASSESSED","UNASSESSED","Enumerated executive power with explicit exception."
"US-CM-000149","US-CONST-ATOM-000149","F4","Treaty making requires presidential action with the advice and consent of the Senate and concurrence of two thirds of Senators present.","A treaty is not authorized through this source without the required Senate participation and two-thirds concurrence threshold.","UNITED-STATES/PRESIDENT-SENATE/TREATIES","UNASSESSED","UNASSESSED","Explicit independent-actor concurrence and threshold."
"US-CM-000150","US-CONST-ATOM-000150","F3","The President is granted the nomination function within the federal appointment process.","Nomination under this clause does not itself constitute completed appointment authority where the source separately requires Senate advice and consent.","UNITED-STATES/PRESIDENT/NOMINATIONS","UNASSESSED","UNASSESSED","Distinct nomination stage preserved from appointment stage."
"US-CM-000151","US-CONST-ATOM-000151","F4","Appointment of the identified federal officers requires presidential appointment by and with the advice and consent of the Senate, except where the Constitution otherwise provides.","For covered offices, presidential nomination or unilateral presidential action alone does not complete the appointment authority established by this clause.","UNITED-STATES/PRESIDENT-SENATE/APPOINTMENTS","UNASSESSED","UNASSESSED","Multiparty appointment mechanism with source-defined coverage boundary."
"US-CM-000152","US-CONST-ATOM-000152","F1","Congress may by law vest appointment of inferior officers in the President alone, the Courts of Law, or Heads of Departments.","Inferior-officer appointment authority does not vest in one of the identified alternative principals under this clause absent congressional action by law.","UNITED-STATES/FEDERAL/INFERIOR-OFFICER-APPOINTMENTS","UNASSESSED","UNASSESSED","Constitutionally authorized secondary vesting mechanism."
"US-CM-000153","US-CONST-ATOM-000153","F3","The President may fill vacancies occurring during the recess of the Senate by granting commissions.","The recess-appointment authority established here is conditioned on the vacancy and Senate-recess circumstances stated in the source.","UNITED-STATES/PRESIDENT/RECESS-APPOINTMENTS","UNASSESSED","UNASSESSED","Conditioned executive appointment authority."
"US-CM-000154","US-CONST-ATOM-000154","F3","A commission granted through the recess-vacancy mechanism expires at the end of the Senate's next session.","The source does not authorize such a recess commission to continue beyond the stated expiration point.","UNITED-STATES/PRESIDENT/RECESS-APPOINTMENTS/DURATION","UNASSESSED","UNASSESSED","Explicit temporal limit on recess commission."
"US-CM-000155","US-CONST-ATOM-000155","F3","The President must from time to time provide Congress information on the State of the Union.","The constitutional information duty established by this source is not satisfied by eliminating the required communication to Congress.","UNITED-STATES/PRESIDENT/CONGRESS/STATE-OF-UNION","UNASSESSED","UNASSESSED","Executive reporting duty."
"US-CM-000156","US-CONST-ATOM-000156","F3","The President may recommend to Congress measures judged necessary and expedient.","The source establishes a recommendation function rather than unilateral legislative enactment authority.","UNITED-STATES/PRESIDENT/CONGRESS/RECOMMENDATIONS","UNASSESSED","UNASSESSED","Scoped executive recommendation authority."
"US-CM-000157","US-CONST-ATOM-000157","F3","On extraordinary occasions, the President may convene both Houses or either House of Congress.","The convening authority established by this clause is conditioned on the source's extraordinary-occasion trigger.","UNITED-STATES/PRESIDENT/CONGRESS/CONVENING","UNASSESSED","UNASSESSED","Conditioned executive procedural authority."
"US-CM-000158","US-CONST-ATOM-000158","F3","When the Houses disagree concerning the time of adjournment, the President may adjourn them to a time the President determines.","Presidential adjournment authority under this clause does not arise absent the stated inter-House disagreement concerning adjournment time.","UNITED-STATES/PRESIDENT/CONGRESS/ADJOURNMENT","UNASSESSED","UNASSESSED","Conflict-triggered executive authority."
"US-CM-000159","US-CONST-ATOM-000159","F3","The President is assigned the function of receiving ambassadors and other public ministers.","The authority established by this clause is bounded to the identified diplomatic-reception function.","UNITED-STATES/PRESIDENT/DIPLOMATIC-RECEPTION","UNASSESSED","UNASSESSED","Enumerated executive function."
"US-CM-000160","US-CONST-ATOM-000160","F3","The President must take care that the laws are faithfully executed.","The executive duty established by this source does not authorize abandonment of the faithful-execution requirement.","UNITED-STATES/PRESIDENT/LAW-EXECUTION","UNASSESSED","UNASSESSED","Affirmative constitutional execution duty."
"US-CM-000161","US-CONST-ATOM-000161","F3","The President must commission all officers of the United States.","The source-assigned commissioning function is not transferred to an unidentified principal by this clause.","UNITED-STATES/PRESIDENT/FEDERAL-OFFICER-COMMISSIONS","UNASSESSED","UNASSESSED","Enumerated executive commissioning duty."
"US-CM-000162","US-CONST-ATOM-000162","F4","The President, Vice President, and civil officers of the United States are removed from office upon impeachment for and conviction of the stated constitutional offenses.","Removal through this mechanism is not constitutionally completed by impeachment without conviction or conviction absent the required impeachment process.","UNITED-STATES/FEDERAL/IMPEACHMENT-REMOVAL","UNASSESSED","UNASSESSED","Two-stage constitutional removal mechanism; underlying House/Senate allocations normalized in prior waves."
"US-CM-000163","US-CONST-ATOM-000163","F1","The judicial power of the United States is vested in one Supreme Court.","Federal judicial authority is not established by this clause in an unidentified alternative supreme tribunal.","UNITED-STATES/FEDERAL/JUDICIARY/SUPREME-COURT","UNASSESSED","UNASSESSED","Direct constitutional authority vesting."
"US-CM-000164","US-CONST-ATOM-000164","F1","Federal judicial power may also be vested in inferior courts that Congress ordains and establishes.","An inferior federal court does not acquire the judicial authority described here absent constitutionally permitted congressional establishment.","UNITED-STATES/FEDERAL/JUDICIARY/INFERIOR-COURTS","UNASSESSED","UNASSESSED","Institutional judicial vesting dependent on congressional establishment."
"US-CM-000165","US-CONST-ATOM-000165","F3","Judges of the Supreme and inferior federal courts hold office during good behavior.","Judicial tenure established by this clause remains bounded by the good-behavior condition.","UNITED-STATES/FEDERAL/JUDICIARY/JUDICIAL-TENURE","UNASSESSED","UNASSESSED","Conditional office-tenure mechanism."
"US-CM-000166","US-CONST-ATOM-000166","F3","Federal judges are entitled to receive compensation for their services at stated times.","The compensation entitlement established here is tied to covered judicial service.","UNITED-STATES/FEDERAL/JUDICIARY/COMPENSATION","UNASSESSED","UNASSESSED","Judicial compensation mechanism."
"US-CM-000167","US-CONST-ATOM-000167","F5","Compensation of federal judges may not be diminished during their continuance in office.","A reduction of covered judicial compensation during continuance in office is prohibited.","UNITED-STATES/FEDERAL/JUDICIARY/COMPENSATION-PROTECTION","UNASSESSED","UNASSESSED","Explicit negative constraint protecting judicial compensation."
"US-CM-000168","US-CONST-ATOM-000168","F6","Federal judicial power extends to cases in law and equity arising under the Constitution, federal laws, and treaties made under United States authority.","The federal judicial jurisdiction established by this clause is bounded to the identified federal-source case domain.","UNITED-STATES/FEDERAL/JUDICIARY/FEDERAL-QUESTION","UNASSESSED","UNASSESSED","Express subject-matter jurisdiction."
"US-CM-000169","US-CONST-ATOM-000169","F6","Federal judicial power extends to cases affecting ambassadors, other public ministers, and consuls.","The jurisdiction established by this clause is bounded to cases affecting the identified diplomatic actors.","UNITED-STATES/FEDERAL/JUDICIARY/DIPLOMATIC-CASES","UNASSESSED","UNASSESSED","Express subject-matter jurisdiction."
"US-CM-000170","US-CONST-ATOM-000170","F6","Federal judicial power extends to cases of admiralty and maritime jurisdiction.","The jurisdiction established by this clause is bounded to the identified admiralty and maritime domain.","UNITED-STATES/FEDERAL/JUDICIARY/ADMIRALTY-MARITIME","UNASSESSED","UNASSESSED","Express subject-matter jurisdiction."
"US-CM-000171","US-CONST-ATOM-000171","F6","Federal judicial power extends to controversies in which the United States is a party.","Party-based jurisdiction under this clause requires the United States to be a party to the controversy.","UNITED-STATES/FEDERAL/JUDICIARY/UNITED-STATES-PARTY","UNASSESSED","UNASSESSED","Express party-based jurisdiction."
"US-CM-000172","US-CONST-ATOM-000172","F6","Federal judicial power extends to controversies between two or more States.","The interstate jurisdiction established here requires the constitutionally identified State-party configuration.","UNITED-STATES/FEDERAL/JUDICIARY/STATE-STATE","UNASSESSED","UNASSESSED","Express party-based jurisdiction."
"US-CM-000173","US-CONST-ATOM-000173","F6","The source text extends federal judicial power to controversies between a State and citizens of another State.","The jurisdictional class stated in this original source remains bounded to the identified party configuration.","UNITED-STATES/FEDERAL/JUDICIARY/STATE-OTHER-STATE-CITIZEN","UNASSESSED","UNASSESSED","Original Article III text with editorial marker; supersession_status=UNASSESSED; no later-amendment reconciliation."
"US-CM-000174","US-CONST-ATOM-000174","F6","Federal judicial power extends to controversies between citizens of different States.","The jurisdictional class established here requires the identified different-State citizenship configuration.","UNITED-STATES/FEDERAL/JUDICIARY/DIVERSITY","UNASSESSED","UNASSESSED","Original Article III party-based jurisdiction."
"US-CM-000175","US-CONST-ATOM-000175","F6","Federal judicial power extends to controversies between citizens of the same State claiming lands under grants of different States.","Jurisdiction under this clause requires the stated same-State citizenship and conflicting-State-land-grant configuration.","UNITED-STATES/FEDERAL/JUDICIARY/LAND-GRANT-DIVERSITY","UNASSESSED","UNASSESSED","Express specialized party-and-subject jurisdiction."
"US-CM-000176","US-CONST-ATOM-000176","F6","The source text extends federal judicial power to controversies between a State or its citizens and foreign States, citizens, or subjects.","The jurisdictional class stated in this original source remains bounded to the identified domestic-foreign party configuration.","UNITED-STATES/FEDERAL/JUDICIARY/FOREIGN-PARTIES","UNASSESSED","UNASSESSED","Original Article III text with editorial marker; supersession_status=UNASSESSED; no later-amendment reconciliation."
"US-CM-000177","US-CONST-ATOM-000177","F6","The Supreme Court has original jurisdiction in cases affecting ambassadors, other public ministers and consuls, and cases in which a State is a party.","Original Supreme Court jurisdiction under this clause does not attach outside the expressly identified case classes.","UNITED-STATES/SUPREME-COURT/ORIGINAL-JURISDICTION","UNASSESSED","UNASSESSED","Express allocation of original jurisdiction."
